PO_ID,Supplier_ID,Product_ID,Order_Date,Expected_Delivery_Date,Actual_Delivery_Date,Quantity_Ordered,Quantity_Received,Unit_Cost,PO_Status
PO_103742,SUP_133,PROD_0164,2024/07/24,2024-08-01,2024-08-05,701,669,384,Closed
PO_103743,SUP_100,PROD_0044,09-03-2024,2024-03-26,2024-03-25,1346,1174,452,Open
PO_103744,SUP_049,PROD_0158,17-07-2024,2024-07-26,2024-07-31,917,912,262,Closed
PO_103745,SUP_173,PROD_0212,2024/05/18,2024-06-04,2024-06-09,1317,1242,363,Delayed
PO_103746,SUP_128,PROD_0252,24-01-2024,2024-02-01,2024-02-04,856,802,233,Closed
PO_103747,SUP_053,PROD_0045,2024/03/21,2024-03-28,2024-03-30,1783,1590,294,Open
PO_103748,SUP_191,PROD_0200,16-03-2024,2024-03-29,2024-03-28,515,441,214,Closed
PO_103749,SUP_100,PROD_0033,23-09-2024,2024-10-08,2024-10-13,1815,1773,357,Closed
PO_103750,SUP_161,PROD_0185,25-02-2024,2024-03-12,2024-03-09,795,791,435,Delayed
PO_103751,SUP_031,PROD_0264,26-04-2024,2024-05-11,2024-05-11,1671,1489,84,Open
PO_103752,SUP_074,PROD_0077,2024/07/30,2024-08-04,2024-08-06,1354,1212,464,Closed
PO_103753,SUP_149,PROD_0139,2024/03/05,2024-03-13,2024-03-10,1338,1203,83,Delayed
PO_103754,SUP_020,PROD_0144,2024/04/25,2024-05-03,2024-05-04,1961,1681,397,Delayed
PO_103755,SUP_175,PROD_0239,2024/09/05,2024-09-17,2024-09-18,1522,1517,449,Open
PO_103756,SUP_030,PROD_0219,29-10-2024,2024-11-07,2024-11-08,192,192,427,Delayed
PO_103757,SUP_145,PROD_0265,2024/03/16,2024-03-28,2024-03-26,544,472,291,Delayed
PO_103758,SUP_039,PROD_0160,2024/02/25,2024-03-01,2024-02-27,1746,1567,388,Open
PO_103759,SUP_112,PROD_0112,2024/06/25,2024-07-14,2024-07-19,1681,1601,355,Open
PO_103760,SUP_089,PROD_0066,2024/07/04,2024-07-24,2024-07-28,678,629,437,Closed
PO_103761,SUP_192,PROD_0253,25-12-2024,2025-01-08,2025-01-13,1170,1154,312,Closed
PO_103762,SUP_083,PROD_0104,10-06-2024,2024-06-24,2024-06-25,1631,1469,135,Closed
PO_103763,SUP_142,PROD_0013,2024/02/04,2024-02-23,2024-02-28,1491,1351,325,Closed
PO_103764,SUP_135,PROD_0096,2024/05/07,2024-05-20,2024-05-22,848,840,157,Closed
PO_103765,SUP_097,PROD_0023,04-01-2024,2024-01-17,2024-01-21,912,911,282,Closed
PO_103766,SUP_129,PROD_0229,2024/10/03,2024-10-23,2024-10-24,757,653,401,Delayed
PO_103767,SUP_019,PROD_0111,06-12-2024,2024-12-15,2024-12-12,1381,1356,281,Open
PO_103768,SUP_193,PROD_0070,11-10-2024,2024-10-27,2024-11-02,488,464,92,Closed
PO_103769,SUP_022,PROD_0132,2024/02/18,2024-02-24,2024-02-28,1823,1683,191,Closed
PO_103770,SUP_074,PROD_0183,02-01-2024,2024-01-10,2024-01-07,1749,1558,238,Delayed
PO_103771,SUP_070,PROD_0105,01-11-2024,2024-11-18,2024-11-19,821,724,402,Closed
PO_103772,SUP_093,PROD_0117,2024/10/31,2024-11-20,2024-11-18,1760,1612,102,Closed
PO_103773,SUP_120,PROD_0015,2024/05/21,2024-06-09,2024-06-08,1374,1190,261,Closed
PO_103774,SUP_154,PROD_0255,24-01-2024,2024-02-04,2024-02-05,563,524,190,Delayed
PO_103775,SUP_188,PROD_0272,2024/12/30,2025-01-15,2025-01-20,1568,1466,251,Delayed
PO_103776,SUP_034,PROD_0060,2024/02/17,2024-03-08,2024-03-13,926,880,67,Delayed
PO_103777,SUP_112,PROD_0113,29-10-2024,2024-11-07,2024-11-11,1343,1272,170,Closed
PO_103778,SUP_054,PROD_0110,2024/09/08,2024-09-22,2024-09-28,1876,1654,63,Closed
PO_103779,SUP_143,PROD_0021,26-03-2024,2024-04-05,2024-04-05,1883,1824,348,Closed
PO_103780,SUP_188,PROD_0269,2024/05/28,2024-06-16,2024-06-16,1504,1333,100,Open
PO_103781,SUP_128,PROD_0131,2024/10/11,2024-10-30,2024-10-31,1041,885,281,Open
PO_103782,SUP_196,PROD_0181,2024/01/10,2024-01-22,2024-01-25,888,856,250,Closed
PO_103783,SUP_141,PROD_0080,02-01-2024,2024-01-21,2024-01-24,1568,1362,111,Closed
PO_103784,SUP_129,PROD_0213,2024/12/17,2024-12-26,2024-12-24,1289,1232,464,Closed
PO_103785,SUP_056,PROD_0106,03-09-2024,2024-09-16,2024-09-20,373,329,258,Closed
PO_103786,SUP_170,PROD_0019,2024/06/02,2024-06-18,2024-06-24,1817,1749,260,Open
PO_103787,SUP_060,PROD_0049,2024/12/03,2024-12-20,2024-12-17,1917,1722,179,Closed
PO_103788,SUP_071,PROD_0297,2024/05/09,2024-05-22,2024-05-22,796,788,306,Delayed
PO_103789,SUP_111,PROD_0180,2024/02/16,2024-02-24,2024-02-29,1447,1254,198,Closed
PO_103790,SUP_061,PROD_0240,13-05-2024,2024-05-23,2024-05-21,159,152,486,Delayed
PO_103791,SUP_058,PROD_0193,2024/02/15,2024-03-06,2024-03-03,728,650,326,Delayed
PO_103792,SUP_149,PROD_0180,2024/09/27,2024-10-05,2024-10-03,1511,1376,250,Delayed
PO_103793,SUP_064,PROD_0256,09-10-2024,2024-10-25,2024-10-31,628,606,125,Closed
PO_103794,SUP_148,PROD_0255,23-02-2024,2024-03-05,2024-03-08,496,443,392,Open
PO_103795,SUP_094,PROD_0291,23-07-2024,2024-08-11,2024-08-14,1164,1042,292,Open
PO_103796,SUP_023,PROD_0249,2024/10/13,2024-10-31,2024-10-29,527,479,466,Delayed
PO_103797,SUP_007,PROD_0281,2024/02/07,2024-02-23,2024-02-23,1686,1600,456,Delayed
PO_103798,SUP_050,PROD_0103,2024/06/01,2024-06-11,2024-06-14,1711,1460,291,Delayed
PO_103799,SUP_025,PROD_0039,07-09-2024,2024-09-24,2024-09-22,844,737,483,Closed
PO_103800,SUP_079,PROD_0145,2024/11/08,2024-11-16,2024-11-18,730,643,309,Delayed
PO_103801,SUP_020,PROD_0134,11-04-2024,2024-04-29,2024-04-30,1122,1102,356,Delayed
PO_103802,SUP_101,PROD_0050,2024/01/07,2024-01-14,2024-01-11,1869,1784,411,Open
PO_103803,SUP_169,PROD_0293,2024/08/23,2024-08-28,2024-08-29,1818,1590,361,Open
PO_103804,SUP_157,PROD_0294,03-09-2024,2024-09-15,2024-09-20,1454,1332,53,Open
PO_103805,SUP_150,PROD_0202,2024/12/07,2024-12-19,2024-12-22,1025,901,132,Closed
PO_103806,SUP_173,PROD_0089,02-04-2024,2024-04-13,2024-04-17,471,407,261,Open
PO_103807,SUP_069,PROD_0186,2024/09/17,2024-10-04,2024-10-10,1258,1227,264,Open
PO_103808,SUP_051,PROD_0081,23-02-2024,2024-03-10,2024-03-12,1973,1927,389,Open
PO_103809,SUP_159,PROD_0050,04-01-2024,2024-01-12,2024-01-10,1495,1483,211,Open
PO_103810,SUP_106,PROD_0003,12-12-2024,2025-01-01,2025-01-01,1380,1323,453,Open
PO_103811,SUP_165,PROD_0282,2024/09/17,2024-10-02,2024-10-05,1141,1076,322,Closed
PO_103812,SUP_129,PROD_0194,2024/01/18,2024-02-02,2024-02-08,1071,1032,142,Delayed
PO_103813,SUP_128,PROD_0027,30-05-2024,2024-06-10,2024-06-10,1851,1659,250,Open
PO_103814,SUP_109,PROD_0180,12-04-2024,2024-04-21,2024-04-25,910,873,469,Open
PO_103815,SUP_150,PROD_0136,20-06-2024,2024-07-09,2024-07-12,888,867,356,Delayed
PO_103816,SUP_062,PROD_0141,2024/02/10,2024-02-26,2024-02-28,1824,1776,361,Open
PO_103817,SUP_062,PROD_0227,2024/06/12,2024-06-18,2024-06-17,618,588,52,Closed
PO_103818,SUP_192,PROD_0269,2024/11/03,2024-11-08,2024-11-13,1584,1502,179,Open
PO_103819,SUP_061,PROD_0226,2024/06/10,2024-06-22,2024-06-28,629,578,210,Open
PO_103820,SUP_137,PROD_0111,10-10-2024,2024-10-16,2024-10-20,1175,1048,43,Delayed
PO_103821,SUP_156,PROD_0062,30-09-2024,2024-10-16,2024-10-19,1288,1157,136,Open
PO_103822,SUP_071,PROD_0015,03-11-2024,2024-11-20,2024-11-21,1616,1494,308,Closed
PO_103823,SUP_091,PROD_0001,22-08-2024,2024-09-02,2024-08-30,1744,1679,488,Closed
PO_103824,SUP_189,PROD_0073,31-03-2024,2024-04-13,2024-04-10,743,683,92,Open
PO_103825,SUP_053,PROD_0104,2024/09/21,2024-10-03,2024-10-08,1025,945,363,Open
PO_103826,SUP_101,PROD_0222,2024/08/27,2024-09-09,2024-09-12,645,643,394,Closed
PO_103827,SUP_147,PROD_0243,06-05-2024,2024-05-17,2024-05-16,1950,1792,288,Closed
PO_103828,SUP_018,PROD_0028,2024/06/20,2024-06-29,2024-06-26,1551,1542,428,Closed
PO_103829,SUP_137,PROD_0057,11-01-2024,2024-01-21,2024-01-25,993,927,62,Closed
PO_103830,SUP_122,PROD_0290,2024/07/19,2024-08-02,2024-08-07,637,622,343,Open
PO_103831,SUP_023,PROD_0135,13-04-2024,2024-04-24,2024-04-24,1867,1714,467,Closed
PO_103832,SUP_136,PROD_0108,2024/06/13,2024-07-02,2024-07-04,652,597,401,Closed
PO_103833,SUP_008,PROD_0207,2024/06/25,2024-07-05,2024-07-08,164,155,135,Open
PO_103834,SUP_180,PROD_0278,20-06-2024,2024-07-08,2024-07-12,223,196,286,Closed
PO_103835,SUP_025,PROD_0112,03-11-2024,2024-11-13,2024-11-13,1908,1677,408,Closed
PO_103836,SUP_151,PROD_0267,2024/04/06,2024-04-26,2024-04-30,619,564,226,Delayed
PO_103837,SUP_115,PROD_0005,2024/02/22,2024-03-04,2024-03-04,1120,1037,250,Delayed
PO_103838,SUP_161,PROD_0208,2024/09/15,2024-09-20,2024-09-24,1285,1256,73,Open
PO_103839,SUP_117,PROD_0271,01-03-2024,2024-03-06,2024-03-09,647,575,60,Delayed
PO_103840,SUP_051,PROD_0006,14-12-2024,2024-12-28,2025-01-01,1187,1066,414,Open
PO_103841,SUP_085,PROD_0146,2024/09/21,2024-10-07,2024-10-11,536,455,261,Open
PO_103842,SUP_003,PROD_0097,14-05-2024,2024-05-23,2024-05-27,478,421,303,Open
PO_103843,SUP_022,PROD_0220,10-10-2024,2024-10-22,2024-10-25,1745,1735,171,Delayed
PO_103844,SUP_067,PROD_0137,22-09-2024,2024-10-07,2024-10-13,1129,969,464,Delayed
PO_103845,SUP_048,PROD_0018,14-10-2024,2024-10-29,2024-11-04,541,518,52,Delayed
PO_103846,SUP_040,PROD_0217,2024/07/09,2024-07-27,2024-07-24,1830,1582,405,Closed
PO_103847,SUP_034,PROD_0206,04-07-2024,2024-07-14,2024-07-14,1806,1730,372,Closed
PO_103848,SUP_063,PROD_0184,22-04-2024,2024-04-27,2024-05-03,1784,1720,496,Open
PO_103849,SUP_152,PROD_0061,2024/05/15,2024-05-20,2024-05-20,160,147,265,Open
PO_103850,SUP_038,PROD_0183,31-01-2024,2024-02-10,2024-02-14,526,474,123,Closed
PO_103851,SUP_021,PROD_0273,12-10-2024,2024-10-27,2024-10-24,145,127,189,Delayed
PO_103852,SUP_078,PROD_0271,2024/01/20,2024-02-06,2024-02-11,358,311,453,Delayed
PO_103853,SUP_074,PROD_0230,17-01-2024,2024-01-29,2024-01-26,1962,1778,217,Delayed
PO_103854,SUP_151,PROD_0270,2024/07/02,2024-07-21,2024-07-25,1328,1319,268,Closed
PO_103855,SUP_096,PROD_0044,2024/05/18,2024-06-02,2024-06-04,584,564,309,Closed
PO_103856,SUP_112,PROD_0141,2024/09/05,2024-09-14,2024-09-14,1666,1634,303,Closed
PO_103857,SUP_093,PROD_0187,27-10-2024,2024-11-12,2024-11-10,1133,1128,215,Open
PO_103858,SUP_021,PROD_0173,2024/12/17,2025-01-04,2025-01-09,1704,1621,309,Delayed
PO_103859,SUP_187,PROD_0169,2024/01/22,2024-02-03,2024-01-31,1151,1055,103,Open
PO_103860,SUP_004,PROD_0151,2024/09/13,2024-10-02,2024-10-05,311,296,385,Delayed
PO_103861,SUP_035,PROD_0131,2024/05/24,2024-06-01,2024-06-03,1609,1440,55,Open
PO_103862,SUP_106,PROD_0185,30-12-2024,2025-01-13,2025-01-10,586,542,210,Open
PO_103863,SUP_020,PROD_0032,2024/11/03,2024-11-14,2024-11-16,1863,1842,210,Delayed
PO_103864,SUP_115,PROD_0232,09-03-2024,2024-03-18,2024-03-22,998,975,437,Open
PO_103865,SUP_182,PROD_0061,19-05-2024,2024-06-04,2024-06-10,1889,1669,132,Closed
PO_103866,SUP_064,PROD_0248,2024/09/20,2024-10-09,2024-10-08,1843,1806,187,Delayed
PO_103867,SUP_085,PROD_0187,20-01-2024,2024-01-25,2024-01-29,227,210,403,Delayed
PO_103868,SUP_028,PROD_0224,2024/06/07,2024-06-25,2024-06-29,1935,1862,175,Closed
PO_103869,SUP_040,PROD_0169,11-04-2024,2024-04-26,2024-04-29,1449,1324,472,Delayed
PO_103870,SUP_115,PROD_0135,23-04-2024,2024-05-08,2024-05-05,445,380,437,Open
PO_103871,SUP_126,PROD_0076,2024/06/03,2024-06-11,2024-06-10,1966,1918,437,Open
PO_103872,SUP_029,PROD_0104,03-07-2024,2024-07-14,2024-07-12,679,612,458,Closed
PO_103873,SUP_087,PROD_0285,2024/09/11,2024-09-17,2024-09-14,794,704,184,Open
PO_103874,SUP_112,PROD_0096,2024/06/29,2024-07-15,2024-07-21,788,684,494,Open
PO_103875,SUP_169,PROD_0248,2024/10/12,2024-10-23,2024-10-23,863,839,446,Open
PO_103876,SUP_195,PROD_0004,2024/09/17,2024-09-23,2024-09-28,1780,1667,440,Delayed
PO_103877,SUP_014,PROD_0151,2024/10/24,2024-10-31,2024-10-28,1129,1010,253,Closed
PO_103878,SUP_144,PROD_0165,2024/08/30,2024-09-06,2024-09-08,1965,1751,208,Closed
PO_103879,SUP_099,PROD_0024,16-11-2024,2024-12-05,2024-12-11,574,565,154,Delayed
PO_103880,SUP_133,PROD_0260,2024/05/04,2024-05-11,2024-05-14,173,164,308,Open
PO_103881,SUP_196,PROD_0283,26-11-2024,2024-12-01,2024-11-29,168,148,228,Delayed
PO_103882,SUP_012,PROD_0083,10-02-2024,2024-02-17,2024-02-15,856,830,470,Open
PO_103883,SUP_188,PROD_0122,2024/01/25,2024-01-31,2024-02-06,1550,1498,137,Closed
PO_103884,SUP_001,PROD_0121,19-10-2024,2024-11-06,2024-11-06,1123,1093,340,Delayed
PO_103885,SUP_017,PROD_0287,2024/11/21,2024-12-10,2024-12-15,447,447,375,Delayed
PO_103886,SUP_194,PROD_0212,18-04-2024,2024-05-02,2024-05-03,1021,982,306,Open
PO_103887,SUP_190,PROD_0005,2024/07/25,2024-08-06,2024-08-07,1903,1895,471,Closed
PO_103888,SUP_104,PROD_0223,2024/06/02,2024-06-09,2024-06-08,702,633,135,Open
PO_103889,SUP_066,PROD_0238,2024/05/22,2024-05-31,2024-06-03,728,700,180,Delayed
PO_103890,SUP_062,PROD_0227,09-04-2024,2024-04-19,2024-04-23,1327,1279,460,Delayed
PO_103891,SUP_078,PROD_0140,2024/06/16,2024-06-23,2024-06-28,1071,1066,267,Delayed
PO_103892,SUP_079,PROD_0132,2024/03/27,2024-04-10,2024-04-13,1178,1099,268,Delayed
PO_103893,SUP_112,PROD_0207,21-04-2024,2024-05-06,2024-05-06,288,263,454,Delayed
PO_103894,SUP_161,PROD_0194,2024/03/14,2024-03-25,2024-03-31,671,671,45,Delayed
PO_103895,SUP_108,PROD_0266,06-01-2024,2024-01-23,2024-01-24,1668,1433,341,Closed
PO_103896,SUP_063,PROD_0070,2024/12/04,2024-12-14,2024-12-13,1280,1156,440,Open
PO_103897,SUP_054,PROD_0118,13-10-2024,2024-11-02,2024-11-01,480,470,66,Delayed
PO_103898,SUP_053,PROD_0264,2024/10/12,2024-10-25,2024-10-22,892,863,385,Open
PO_103899,SUP_068,PROD_0169,03-06-2024,2024-06-18,2024-06-22,1126,1040,165,Delayed
PO_103900,SUP_171,PROD_0191,2024/07/16,2024-07-31,2024-08-04,1456,1448,244,Open
PO_103901,SUP_091,PROD_0173,14-09-2024,2024-10-01,2024-10-06,1486,1280,41,Delayed
PO_103902,SUP_066,PROD_0136,08-03-2024,2024-03-25,2024-03-29,1434,1272,257,Open
PO_103903,SUP_066,PROD_0223,24-04-2024,2024-05-04,2024-05-08,174,158,228,Closed
PO_103904,SUP_023,PROD_0262,08-05-2024,2024-05-21,2024-05-20,186,171,71,Open
PO_103905,SUP_064,PROD_0167,08-05-2024,2024-05-27,2024-05-25,1872,1633,228,Delayed
PO_103906,SUP_169,PROD_0012,2024/10/21,2024-10-28,2024-11-03,1180,1090,217,Open
PO_103907,SUP_141,PROD_0164,2024/07/10,2024-07-18,2024-07-18,558,480,202,Delayed
PO_103908,SUP_182,PROD_0289,2024/02/14,2024-02-27,2024-02-27,1968,1928,135,Open
PO_103909,SUP_152,PROD_0025,04-08-2024,2024-08-22,2024-08-22,481,443,477,Closed
PO_103910,SUP_191,PROD_0259,16-04-2024,2024-04-27,2024-05-02,296,290,40,Closed
PO_103911,SUP_021,PROD_0271,08-09-2024,2024-09-14,2024-09-11,844,785,117,Open
PO_103912,SUP_159,PROD_0011,23-08-2024,2024-09-06,2024-09-12,1803,1702,432,Closed
PO_103913,SUP_025,PROD_0058,2024/08/30,2024-09-04,2024-09-03,819,798,355,Open
PO_103914,SUP_002,PROD_0248,20-04-2024,2024-05-05,2024-05-10,1782,1759,139,Delayed
PO_103915,SUP_153,PROD_0079,06-07-2024,2024-07-14,2024-07-14,182,182,259,Closed
PO_103916,SUP_052,PROD_0236,25-02-2024,2024-03-13,2024-03-18,1303,1135,273,Open
PO_103917,SUP_157,PROD_0065,16-08-2024,2024-08-28,2024-08-27,189,174,185,Open
PO_103918,SUP_102,PROD_0023,07-05-2024,2024-05-14,2024-05-13,947,848,257,Closed
PO_103919,SUP_087,PROD_0262,2024/04/13,2024-04-30,2024-04-28,1952,1670,251,Open
PO_103920,SUP_108,PROD_0234,15-03-2024,2024-03-28,2024-04-01,767,668,209,Closed
PO_103921,SUP_015,PROD_0074,11-12-2024,2024-12-23,2024-12-26,1388,1295,496,Delayed
PO_103922,SUP_192,PROD_0224,2024/06/09,2024-06-17,2024-06-14,115,114,495,Open
PO_103923,SUP_020,PROD_0037,22-01-2024,2024-02-09,2024-02-15,105,94,203,Closed
PO_103924,SUP_052,PROD_0093,2024/12/23,2024-12-30,2025-01-02,1029,935,485,Open
PO_103925,SUP_070,PROD_0272,2024/04/06,2024-04-18,2024-04-18,134,122,362,Delayed
PO_103926,SUP_122,PROD_0029,25-10-2024,2024-11-09,2024-11-07,1883,1826,485,Delayed
PO_103927,SUP_059,PROD_0017,2024/05/31,2024-06-11,2024-06-10,1862,1657,95,Open
PO_103928,SUP_086,PROD_0170,2024/03/31,2024-04-17,2024-04-18,944,830,423,Delayed
PO_103929,SUP_168,PROD_0034,2024/01/13,2024-01-22,2024-01-19,723,655,75,Delayed
PO_103930,SUP_049,PROD_0146,2024/06/05,2024-06-11,2024-06-13,301,280,65,Open
PO_103931,SUP_081,PROD_0247,06-05-2024,2024-05-18,2024-05-21,515,484,431,Delayed
PO_103932,SUP_148,PROD_0277,03-06-2024,2024-06-14,2024-06-18,1534,1533,485,Open
PO_103933,SUP_009,PROD_0076,2024/03/02,2024-03-19,2024-03-20,577,502,270,Open
PO_103934,SUP_088,PROD_0087,2024/01/06,2024-01-19,2024-01-23,225,205,96,Closed
PO_103935,SUP_139,PROD_0192,2024/11/17,2024-12-07,2024-12-05,1019,963,368,Delayed
PO_103936,SUP_091,PROD_0049,25-02-2024,2024-03-15,2024-03-18,1339,1264,267,Delayed
PO_103937,SUP_015,PROD_0178,01-05-2024,2024-05-13,2024-05-10,1663,1597,399,Open
PO_103938,SUP_064,PROD_0038,2024/10/28,2024-11-04,2024-11-07,1342,1264,433,Delayed
PO_103939,SUP_155,PROD_0132,18-04-2024,2024-05-05,2024-05-06,1418,1390,295,Open
PO_103940,SUP_076,PROD_0182,2024/01/23,2024-02-09,2024-02-11,1542,1521,407,Closed
PO_103941,SUP_098,PROD_0189,2024/06/20,2024-07-01,2024-07-03,1056,898,50,Delayed
PO_103942,SUP_166,PROD_0165,13-05-2024,2024-05-30,2024-05-29,1880,1815,46,Closed
PO_103943,SUP_041,PROD_0211,2024/11/30,2024-12-10,2024-12-14,326,278,337,Closed
PO_103944,SUP_006,PROD_0061,19-11-2024,2024-12-06,2024-12-04,348,296,327,Delayed
PO_103945,SUP_072,PROD_0293,22-04-2024,2024-05-10,2024-05-07,1303,1107,372,Delayed
PO_103946,SUP_035,PROD_0256,04-02-2024,2024-02-23,2024-02-20,200,192,486,Open
PO_103947,SUP_172,PROD_0269,2024/12/07,2024-12-17,2024-12-22,149,140,216,Open
PO_103948,SUP_119,PROD_0069,2024/09/08,2024-09-28,2024-09-25,273,256,182,Delayed
PO_103949,SUP_168,PROD_0206,07-03-2024,2024-03-15,2024-03-13,1253,1143,211,Open
PO_103950,SUP_153,PROD_0186,15-01-2024,2024-02-04,2024-02-08,514,485,365,Delayed
PO_103951,SUP_091,PROD_0062,15-10-2024,2024-10-23,2024-10-29,1774,1611,125,Open
PO_103952,SUP_073,PROD_0272,24-07-2024,2024-08-05,2024-08-11,1612,1570,379,Delayed
PO_103953,SUP_028,PROD_0218,08-11-2024,2024-11-18,2024-11-20,191,176,64,Delayed
PO_103954,SUP_142,PROD_0067,2024/05/16,2024-06-03,2024-06-07,487,427,225,Open
PO_103955,SUP_156,PROD_0123,11-09-2024,2024-09-24,2024-09-29,1020,962,184,Delayed
PO_103956,SUP_096,PROD_0198,2024/11/14,2024-11-29,2024-12-04,728,695,150,Delayed
PO_103957,SUP_010,PROD_0042,29-10-2024,2024-11-18,2024-11-16,463,418,219,Closed
PO_103958,SUP_039,PROD_0196,2024/12/22,2025-01-08,2025-01-09,972,951,367,Closed
PO_103959,SUP_054,PROD_0190,2024/10/22,2024-10-29,2024-11-04,960,877,339,Delayed
PO_103960,SUP_143,PROD_0111,2024/01/20,2024-01-31,2024-01-29,602,516,431,Open
PO_103961,SUP_186,PROD_0245,2024/11/24,2024-12-11,2024-12-16,371,338,303,Closed
PO_103962,SUP_014,PROD_0070,2024/04/30,2024-05-15,2024-05-17,464,429,256,Delayed
PO_103963,SUP_143,PROD_0081,08-09-2024,2024-09-21,2024-09-25,1132,1065,103,Delayed
PO_103964,SUP_060,PROD_0293,06-12-2024,2024-12-17,2024-12-18,1627,1424,228,Closed
PO_103965,SUP_111,PROD_0172,11-03-2024,2024-03-23,2024-03-21,1002,853,370,Closed
PO_103966,SUP_166,PROD_0029,2024/10/17,2024-10-30,2024-11-03,864,814,468,Open
PO_103967,SUP_118,PROD_0154,2024/09/03,2024-09-23,2024-09-27,1699,1548,472,Closed
PO_103968,SUP_090,PROD_0127,05-03-2024,2024-03-19,2024-03-19,718,674,368,Delayed
PO_103969,SUP_151,PROD_0073,09-02-2024,2024-02-16,2024-02-18,1113,1063,220,Closed
PO_103970,SUP_098,PROD_0192,2024/01/26,2024-02-08,2024-02-13,170,158,415,Delayed
PO_103971,SUP_052,PROD_0296,29-06-2024,2024-07-17,2024-07-16,1906,1671,353,Open
PO_103972,SUP_081,PROD_0167,2024/10/01,2024-10-18,2024-10-22,109,92,452,Open
PO_103973,SUP_070,PROD_0137,2024/10/20,2024-11-02,2024-11-02,1685,1637,336,Closed
PO_103974,SUP_200,PROD_0243,2024/01/31,2024-02-07,2024-02-04,714,639,114,Delayed
PO_103975,SUP_001,PROD_0055,08-04-2024,2024-04-24,2024-04-25,1823,1817,339,Closed
PO_103976,SUP_055,PROD_0080,2024/09/15,2024-10-03,2024-10-09,1930,1765,358,Open
PO_103977,SUP_163,PROD_0040,2024/08/17,2024-09-01,2024-09-01,1182,1029,197,Closed
PO_103978,SUP_095,PROD_0203,15-06-2024,2024-07-05,2024-07-02,1851,1600,136,Delayed
PO_103979,SUP_099,PROD_0096,2024/02/17,2024-03-06,2024-03-07,1823,1703,489,Open
PO_103980,SUP_032,PROD_0119,2024/06/14,2024-06-28,2024-07-01,433,411,41,Delayed
PO_103981,SUP_170,PROD_0128,08-05-2024,2024-05-25,2024-05-31,1552,1464,396,Open
PO_103982,SUP_076,PROD_0118,03-01-2024,2024-01-23,2024-01-21,1637,1461,267,Open
PO_103983,SUP_067,PROD_0242,2024/07/15,2024-07-21,2024-07-27,1996,1721,214,Delayed
PO_103984,SUP_147,PROD_0270,2024/12/04,2024-12-10,2024-12-13,203,176,447,Closed
PO_103985,SUP_020,PROD_0133,14-08-2024,2024-08-30,2024-08-28,901,786,137,Delayed
PO_103986,SUP_125,PROD_0174,2024/03/31,2024-04-05,2024-04-04,438,423,189,Closed
PO_103987,SUP_022,PROD_0271,15-07-2024,2024-07-21,2024-07-27,791,765,263,Open
PO_103988,SUP_101,PROD_0185,18-05-2024,2024-05-26,2024-05-26,547,465,385,Closed
PO_103989,SUP_111,PROD_0164,22-09-2024,2024-10-07,2024-10-13,1738,1536,74,Open
PO_103990,SUP_145,PROD_0031,2024/11/27,2024-12-05,2024-12-07,1588,1529,282,Open
PO_103991,SUP_150,PROD_0060,31-03-2024,2024-04-14,2024-04-20,465,408,127,Delayed
PO_103992,SUP_029,PROD_0149,24-05-2024,2024-06-03,2024-06-09,1293,1127,351,Open
PO_103993,SUP_178,PROD_0204,2024/01/04,2024-01-11,2024-01-11,1770,1601,302,Delayed
PO_103994,SUP_031,PROD_0084,02-03-2024,2024-03-16,2024-03-15,944,809,204,Closed
PO_103995,SUP_130,PROD_0155,2024/08/18,2024-09-01,2024-08-29,411,393,66,Open
PO_103996,SUP_019,PROD_0278,11-08-2024,2024-08-28,2024-08-31,845,755,359,Open
PO_103997,SUP_172,PROD_0168,05-04-2024,2024-04-13,2024-04-13,1455,1391,237,Closed
PO_103998,SUP_081,PROD_0098,2024/08/01,2024-08-15,2024-08-16,1521,1495,367,Closed
PO_103999,SUP_081,PROD_0071,28-02-2024,2024-03-04,2024-03-02,301,268,137,Closed
PO_104000,SUP_061,PROD_0149,2024/07/02,2024-07-19,2024-07-24,1671,1466,127,Delayed
PO_104001,SUP_189,PROD_0129,2024/05/08,2024-05-13,2024-05-12,402,366,491,Closed
PO_104002,SUP_041,PROD_0006,2024/07/20,2024-08-09,2024-08-07,1389,1215,164,Open
PO_104003,SUP_011,PROD_0230,06-05-2024,2024-05-19,2024-05-18,595,565,314,Open
PO_104004,SUP_163,PROD_0275,16-01-2024,2024-01-30,2024-01-29,1367,1287,414,Delayed
PO_104005,SUP_139,PROD_0256,27-12-2024,2025-01-14,2025-01-17,1963,1917,280,Closed
PO_104006,SUP_075,PROD_0027,08-02-2024,2024-02-14,2024-02-18,1431,1221,213,Closed
PO_104007,SUP_173,PROD_0253,21-04-2024,2024-04-27,2024-04-29,1849,1645,77,Open
PO_104008,SUP_075,PROD_0034,24-08-2024,2024-09-02,2024-09-04,666,621,133,Delayed
PO_104009,SUP_112,PROD_0120,2024/12/07,2024-12-18,2024-12-24,464,464,288,Open
PO_104010,SUP_142,PROD_0087,24-12-2024,2025-01-03,2025-01-03,1237,1181,376,Delayed
PO_104011,SUP_118,PROD_0282,07-04-2024,2024-04-24,2024-04-24,1473,1418,360,Open
PO_104012,SUP_071,PROD_0093,2024/09/21,2024-09-26,2024-09-30,1911,1742,417,Open
PO_104013,SUP_149,PROD_0121,2024/08/21,2024-09-02,2024-08-31,1167,1009,354,Closed
