Sales_Order_ID,Customer_ID,Product_ID,Order_Date,Quantity_Ordered,Order_Value,Order_Channel,Order_Status
SO_104262,CUST_0108,PROD_0119,2024-03-13,68,25500,Direct,Cancelled
SO_104263,CUST_0007,PROD_0029,2024-08-17,450,405450,Distributor,Cancelled
SO_104264,CUST_0021,PROD_0010,2024-01-02,264,177408,Online,Pending
SO_104265,CUST_0434,PROD_0040,2024-01-10,214,197308,Direct,Completed
SO_104266,CUST_0420,PROD_0182,2024-08-13,11,10208,Online,Completed
SO_104267,CUST_0050,PROD_0182,2024-01-21,207,118611,Direct,Cancelled
SO_104268,CUST_0033,PROD_0274,2024-11-26,177,77880,Online,Completed
SO_104269,CUST_0248,PROD_0022,2024-01-28,480,275040,Distributor,Cancelled
SO_104270,CUST_0274,PROD_0007,2024-08-30,448,394688,Online,Completed
SO_104271,CUST_0290,PROD_0165,2024-02-14,25,22800,Distributor,Cancelled
SO_104272,CUST_0065,PROD_0273,2024-07-07,401,293532,Distributor,Completed
SO_104273,CUST_0184,PROD_0213,2024-02-02,24,12600,Direct,Completed
SO_104274,CUST_0329,PROD_0019,2024-10-01,221,80665,Online,Completed
SO_104275,CUST_0012,PROD_0154,2024-11-05,250,169000,Online,Completed
SO_104276,CUST_0190,PROD_0126,2024-06-07,297,288387,Direct,Pending
SO_104277,CUST_0154,PROD_0080,2024-05-28,492,466416,Direct,Pending
SO_104278,CUST_0301,PROD_0274,2024-12-03,195,31785,Direct,Pending
SO_104279,CUST_0141,PROD_0087,2024-09-18,350,110600,Distributor,Pending
SO_104280,CUST_0165,PROD_0123,2024-11-14,60,20760,Distributor,Cancelled
SO_104281,CUST_0442,PROD_0202,2024-04-25,214,140384,Online,Completed
SO_104282,CUST_0293,PROD_0193,2024-10-07,108,11016,Distributor,Pending
SO_104283,CUST_0209,PROD_0054,2024-02-21,400,107600,Direct,Pending
SO_104284,CUST_0278,PROD_0295,2024-01-24,302,192676,Direct,Completed
SO_104285,CUST_0097,PROD_0257,2024-11-23,483,391713,Direct,Pending
SO_104286,CUST_0366,PROD_0118,2024-12-07,48,14880,Direct,Pending
SO_104287,CUST_0113,PROD_0093,2024-01-06,412,46556,Distributor,Completed
SO_104288,CUST_0153,PROD_0067,2024-01-11,299,241592,Distributor,Completed
SO_104289,CUST_0184,PROD_0263,2024-12-23,333,276723,Direct,Cancelled
SO_104290,CUST_0137,PROD_0003,2024-12-06,313,311748,Online,Cancelled
SO_104291,CUST_0149,PROD_0122,2024-11-08,37,3848,Online,Completed
SO_104292,CUST_0418,PROD_0250,2024-07-02,390,196170,Online,Completed
SO_104293,CUST_0365,PROD_0146,2024-06-27,437,307648,Distributor,Completed
SO_104294,CUST_0341,PROD_0300,2024-06-01,386,247040,Online,Pending
SO_104295,CUST_0408,PROD_0125,2024-06-25,464,297888,Direct,Cancelled
SO_104296,CUST_0147,PROD_0184,2024-12-16,484,157300,Distributor,Cancelled
SO_104297,CUST_0466,PROD_0103,2024-12-09,484,160204,Online,Pending
SO_104298,CUST_0436,PROD_0055,2024-04-30,186,167586,Distributor,Completed
SO_104299,CUST_0191,PROD_0134,2024-03-31,279,245241,Distributor,Cancelled
SO_104300,CUST_0052,PROD_0240,2024-08-26,325,46475,Direct,Pending
SO_104301,CUST_0161,PROD_0256,2024-07-28,458,338462,Distributor,Cancelled
SO_104302,CUST_0190,PROD_0118,2024-03-14,79,59961,Distributor,Pending
SO_104303,CUST_0477,PROD_0101,2024-12-23,432,262224,Direct,Completed
SO_104304,CUST_0101,PROD_0103,2024-04-14,63,11151,Online,Pending
SO_104305,CUST_0417,PROD_0196,2024-10-19,306,89046,Online,Cancelled
SO_104306,CUST_0127,PROD_0225,2024-04-23,445,297260,Online,Cancelled
SO_104307,CUST_0086,PROD_0286,2024-01-23,460,281520,Direct,Cancelled
SO_104308,CUST_0077,PROD_0097,2024-01-03,435,383670,Distributor,Cancelled
SO_104309,CUST_0350,PROD_0003,2024-08-07,465,334335,Direct,Completed
SO_104310,CUST_0421,PROD_0233,2024-10-10,423,149742,Direct,Completed
SO_104311,CUST_0336,PROD_0189,2024-03-12,405,317115,Direct,Completed
SO_104312,CUST_0037,PROD_0222,2024-07-04,146,39858,Online,Completed
SO_104313,CUST_0192,PROD_0205,2024-02-14,251,219876,Direct,Cancelled
SO_104314,CUST_0105,PROD_0127,2024-01-16,462,165396,Online,Pending
SO_104315,CUST_0155,PROD_0028,2024-07-12,266,32984,Direct,Completed
SO_104316,CUST_0140,PROD_0006,2024-04-13,210,91350,Distributor,Pending
SO_104317,CUST_0284,PROD_0145,2024-05-26,27,10935,Online,Pending
SO_104318,CUST_0326,PROD_0225,2024-05-04,213,52611,Distributor,Completed
SO_104319,CUST_0473,PROD_0103,2024-01-26,20,9620,Distributor,Completed
SO_104320,CUST_0359,PROD_0281,2024-08-17,258,111714,Distributor,Completed
SO_104321,CUST_0471,PROD_0103,2024-10-20,496,150288,Online,Cancelled
SO_104322,CUST_0045,PROD_0015,2024-04-18,355,60705,Distributor,Cancelled
SO_104323,CUST_0273,PROD_0122,2024-12-26,484,118096,Direct,Completed
SO_104324,CUST_0105,PROD_0200,2024-06-06,19,16587,Direct,Completed
SO_104325,CUST_0473,PROD_0187,2024-06-11,191,87860,Distributor,Pending
SO_104326,CUST_0068,PROD_0258,2024-05-09,115,77165,Distributor,Completed
SO_104327,CUST_0166,PROD_0030,2024-10-26,368,123280,Distributor,Completed
SO_104328,CUST_0044,PROD_0257,2024-05-09,65,58305,Online,Pending
SO_104329,CUST_0441,PROD_0263,2024-10-19,290,152250,Online,Completed
SO_104330,CUST_0270,PROD_0161,2024-01-31,210,148890,Online,Pending
SO_104331,CUST_0242,PROD_0051,2024-09-15,446,271168,Direct,Completed
SO_104332,CUST_0049,PROD_0077,2024-09-25,215,148350,Direct,Cancelled
SO_104333,CUST_0113,PROD_0066,2024-09-18,213,174873,Distributor,Cancelled
SO_104334,CUST_0237,PROD_0267,2024-02-27,256,86784,Distributor,Completed
SO_104335,CUST_0143,PROD_0092,2024-04-19,121,100309,Online,Pending
SO_104336,CUST_0354,PROD_0218,2024-05-22,116,94656,Distributor,Cancelled
SO_104337,CUST_0377,PROD_0207,2024-04-19,121,49005,Direct,Pending
SO_104338,CUST_0261,PROD_0097,2024-03-11,306,96084,Distributor,Pending
SO_104339,CUST_0220,PROD_0130,2024-07-24,176,130592,Online,Pending
SO_104340,CUST_0048,PROD_0134,2024-11-02,415,396740,Distributor,Cancelled
SO_104341,CUST_0284,PROD_0077,2024-12-01,440,233640,Distributor,Completed
SO_104342,CUST_0192,PROD_0210,2024-02-21,75,31275,Online,Pending
SO_104343,CUST_0075,PROD_0159,2024-03-06,158,156578,Distributor,Pending
SO_104344,CUST_0185,PROD_0178,2024-03-22,467,397884,Distributor,Cancelled
SO_104345,CUST_0401,PROD_0189,2024-01-31,442,80886,Distributor,Completed
SO_104346,CUST_0113,PROD_0137,2024-01-21,299,85813,Distributor,Pending
SO_104347,CUST_0036,PROD_0097,2024-11-16,464,178176,Distributor,Completed
SO_104348,CUST_0468,PROD_0144,2024-08-04,285,112575,Online,Cancelled
SO_104349,CUST_0089,PROD_0139,2024-09-15,292,211700,Direct,Completed
SO_104350,CUST_0164,PROD_0169,2024-04-27,291,252006,Direct,Cancelled
SO_104351,CUST_0390,PROD_0057,2024-08-23,243,56862,Distributor,Pending
SO_104352,CUST_0351,PROD_0136,2024-01-16,479,135557,Distributor,Cancelled
SO_104353,CUST_0334,PROD_0213,2024-02-01,152,38608,Direct,Pending
SO_104354,CUST_0241,PROD_0007,2024-04-27,420,407820,Online,Cancelled
SO_104355,CUST_0152,PROD_0233,2024-11-21,341,172205,Distributor,Cancelled
SO_104356,CUST_0286,PROD_0079,2024-11-21,95,67355,Direct,Completed
SO_104357,CUST_0123,PROD_0065,2024-11-23,232,176088,Online,Completed
SO_104358,CUST_0209,PROD_0091,2024-06-01,65,48360,Online,Pending
SO_104359,CUST_0251,PROD_0021,2024-06-07,186,173538,Distributor,Cancelled
SO_104360,CUST_0013,PROD_0160,2024-04-17,414,89010,Direct,Cancelled
SO_104361,CUST_0157,PROD_0059,2024-09-26,228,96900,Distributor,Completed
SO_104362,CUST_0359,PROD_0264,2024-03-29,132,121968,Distributor,Completed
SO_104363,CUST_0087,PROD_0194,2024-07-03,439,321348,Online,Pending
SO_104364,CUST_0317,PROD_0199,2024-03-20,488,304512,Distributor,Pending
SO_104365,CUST_0455,PROD_0288,2024-09-21,62,55304,Distributor,Pending
SO_104366,CUST_0185,PROD_0187,2024-03-16,436,386732,Online,Pending
SO_104367,CUST_0139,PROD_0091,2024-08-02,155,44020,Direct,Cancelled
SO_104368,CUST_0204,PROD_0260,2024-01-17,421,259757,Online,Cancelled
SO_104369,CUST_0101,PROD_0026,2024-12-14,150,56100,Online,Completed
SO_104370,CUST_0204,PROD_0194,2024-06-20,329,320117,Online,Pending
SO_104371,CUST_0038,PROD_0218,2024-12-30,134,82410,Direct,Pending
SO_104372,CUST_0081,PROD_0268,2024-01-10,284,161028,Online,Completed
SO_104373,CUST_0473,PROD_0207,2024-09-17,57,44802,Direct,Completed
SO_104374,CUST_0203,PROD_0181,2024-02-22,352,44000,Distributor,Cancelled
SO_104375,CUST_0072,PROD_0124,2024-03-01,28,27440,Distributor,Cancelled
SO_104376,CUST_0123,PROD_0168,2024-07-04,80,20480,Online,Pending
SO_104377,CUST_0333,PROD_0104,2024-11-19,292,87600,Online,Cancelled
SO_104378,CUST_0312,PROD_0158,2024-02-01,196,109368,Online,Cancelled
SO_104379,CUST_0014,PROD_0242,2024-07-13,22,5962,Distributor,Cancelled
SO_104380,CUST_0218,PROD_0120,2024-03-07,136,109344,Direct,Completed
SO_104381,CUST_0469,PROD_0046,2024-10-15,474,304782,Direct,Cancelled
SO_104382,CUST_0494,PROD_0156,2024-01-17,199,153031,Online,Cancelled
SO_104383,CUST_0349,PROD_0275,2024-05-20,417,257706,Direct,Cancelled
SO_104384,CUST_0442,PROD_0030,2024-03-14,476,69496,Direct,Completed
SO_104385,CUST_0355,PROD_0144,2024-06-12,263,168583,Online,Completed
SO_104386,CUST_0481,PROD_0167,2024-10-10,281,180121,Distributor,Pending
SO_104387,CUST_0471,PROD_0293,2024-06-17,345,217005,Online,Pending
SO_104388,CUST_0454,PROD_0196,2024-08-23,148,22348,Online,Pending
SO_104389,CUST_0241,PROD_0202,2024-11-04,133,87913,Distributor,Cancelled
SO_104390,CUST_0419,PROD_0171,2024-07-10,424,275600,Distributor,Completed
SO_104391,CUST_0495,PROD_0141,2024-01-20,326,66178,Direct,Pending
SO_104392,CUST_0187,PROD_0070,2024-03-09,49,46305,Online,Completed
SO_104393,CUST_0025,PROD_0289,2024-10-19,434,362390,Online,Pending
SO_104394,CUST_0051,PROD_0290,2024-08-26,41,35957,Online,Pending
SO_104395,CUST_0216,PROD_0230,2024-12-08,148,35816,Online,Cancelled
SO_104396,CUST_0319,PROD_0012,2024-10-28,182,174356,Distributor,Completed
SO_104397,CUST_0025,PROD_0207,2024-08-07,54,48870,Distributor,Pending
SO_104398,CUST_0187,PROD_0265,2024-08-01,36,27576,Distributor,Pending
SO_104399,CUST_0130,PROD_0056,2024-04-04,309,229587,Distributor,Pending
SO_104400,CUST_0359,PROD_0239,2024-01-30,453,330690,Distributor,Cancelled
SO_104401,CUST_0421,PROD_0228,2024-05-12,248,171120,Online,Completed
SO_104402,CUST_0360,PROD_0292,2024-02-21,72,57888,Online,Completed
SO_104403,CUST_0149,PROD_0010,2024-09-22,407,399674,Distributor,Completed
SO_104404,CUST_0233,PROD_0102,2024-11-24,363,172425,Direct,Completed
SO_104405,CUST_0176,PROD_0154,2024-07-14,448,279552,Distributor,Cancelled
SO_104406,CUST_0018,PROD_0013,2024-04-18,179,25776,Online,Completed
SO_104407,CUST_0480,PROD_0186,2024-07-04,162,42120,Direct,Cancelled
SO_104408,CUST_0087,PROD_0034,2024-11-08,370,253450,Distributor,Cancelled
SO_104409,CUST_0191,PROD_0074,2024-03-27,28,7504,Online,Completed
SO_104410,CUST_0260,PROD_0162,2024-09-08,413,311815,Direct,Completed
SO_104411,CUST_0349,PROD_0055,2024-10-14,102,19890,Direct,Cancelled
SO_104412,CUST_0070,PROD_0241,2024-05-02,246,25338,Distributor,Pending
SO_104413,CUST_0061,PROD_0172,2024-08-19,123,109839,Distributor,Cancelled
SO_104414,CUST_0428,PROD_0133,2024-07-21,233,198749,Distributor,Completed
SO_104415,CUST_0229,PROD_0225,2024-04-23,257,162681,Direct,Cancelled
SO_104416,CUST_0339,PROD_0098,2024-10-07,397,299735,Distributor,Cancelled
SO_104417,CUST_0044,PROD_0143,2024-04-10,345,34845,Online,Completed
SO_104418,CUST_0475,PROD_0126,2024-08-12,146,127020,Online,Cancelled
SO_104419,CUST_0175,PROD_0045,2024-04-08,102,18768,Online,Pending
SO_104420,CUST_0082,PROD_0045,2024-12-04,490,259700,Online,Pending
SO_104421,CUST_0260,PROD_0275,2024-03-23,124,99944,Online,Cancelled
SO_104422,CUST_0177,PROD_0118,2024-05-06,470,283880,Direct,Pending
SO_104423,CUST_0262,PROD_0228,2024-01-13,92,62928,Direct,Cancelled
SO_104424,CUST_0213,PROD_0269,2024-09-07,413,389046,Direct,Completed
SO_104425,CUST_0379,PROD_0234,2024-10-17,74,34632,Direct,Cancelled
SO_104426,CUST_0194,PROD_0229,2024-02-20,353,223802,Direct,Cancelled
SO_104427,CUST_0025,PROD_0300,2024-01-17,481,128908,Online,Pending
SO_104428,CUST_0139,PROD_0009,2024-07-18,137,16166,Direct,Pending
SO_104429,CUST_0284,PROD_0073,2024-01-14,178,129762,Distributor,Completed
SO_104430,CUST_0084,PROD_0250,2024-01-17,378,342468,Direct,Pending
SO_104431,CUST_0118,PROD_0235,2024-07-09,109,91887,Online,Cancelled
SO_104432,CUST_0085,PROD_0256,2024-04-13,353,179324,Direct,Completed
SO_104433,CUST_0223,PROD_0154,2024-05-03,101,52217,Distributor,Completed
SO_104434,CUST_0441,PROD_0056,2024-07-23,110,38500,Online,Pending
SO_104435,CUST_0402,PROD_0038,2024-11-03,343,278859,Direct,Cancelled
SO_104436,CUST_0441,PROD_0275,2024-11-09,21,17430,Direct,Pending
SO_104437,CUST_0247,PROD_0291,2024-07-24,409,120246,Distributor,Completed
SO_104438,CUST_0353,PROD_0218,2024-04-14,361,162450,Direct,Cancelled
SO_104439,CUST_0467,PROD_0010,2024-02-23,111,28527,Distributor,Completed
SO_104440,CUST_0402,PROD_0012,2024-02-18,107,84102,Direct,Completed
SO_104441,CUST_0025,PROD_0193,2024-06-18,240,26640,Online,Completed
SO_104442,CUST_0149,PROD_0063,2024-01-24,396,371844,Direct,Completed
SO_104443,CUST_0156,PROD_0077,2024-06-16,76,28956,Online,Cancelled
SO_104444,CUST_0336,PROD_0271,2024-01-28,373,339057,Distributor,Pending
SO_104445,CUST_0188,PROD_0158,2024-07-11,435,314940,Distributor,Completed
SO_104446,CUST_0289,PROD_0299,2024-12-03,314,75674,Distributor,Pending
SO_104447,CUST_0413,PROD_0250,2024-04-21,145,25520,Online,Completed
SO_104448,CUST_0151,PROD_0218,2024-12-25,390,154830,Online,Completed
SO_104449,CUST_0085,PROD_0218,2024-04-19,463,102786,Distributor,Cancelled
SO_104450,CUST_0217,PROD_0129,2024-09-16,160,85760,Distributor,Cancelled
SO_104451,CUST_0099,PROD_0006,2024-08-04,273,206661,Distributor,Cancelled
SO_104452,CUST_0168,PROD_0152,2024-07-19,365,320105,Distributor,Pending
SO_104453,CUST_0466,PROD_0211,2024-07-15,456,191064,Direct,Pending
SO_104454,CUST_0285,PROD_0168,2024-12-13,171,60534,Direct,Cancelled
SO_104455,CUST_0364,PROD_0150,2024-12-27,327,296589,Direct,Cancelled
SO_104456,CUST_0277,PROD_0300,2024-05-04,220,158620,Direct,Pending
SO_104457,CUST_0379,PROD_0217,2024-08-21,136,77384,Distributor,Pending
SO_104458,CUST_0205,PROD_0008,2024-01-14,48,34080,Online,Pending
SO_104459,CUST_0078,PROD_0196,2024-10-19,218,215384,Distributor,Completed
SO_104460,CUST_0326,PROD_0055,2024-01-11,164,71668,Direct,Pending
SO_104461,CUST_0127,PROD_0271,2024-11-15,341,290191,Distributor,Completed
SO_104462,CUST_0263,PROD_0288,2024-12-21,253,46805,Distributor,Pending
SO_104463,CUST_0312,PROD_0075,2024-02-11,363,123420,Distributor,Cancelled
SO_104464,CUST_0187,PROD_0291,2024-12-25,420,350700,Online,Pending
SO_104465,CUST_0167,PROD_0252,2024-02-21,11,9889,Online,Cancelled
SO_104466,CUST_0340,PROD_0178,2024-08-04,325,267475,Online,Pending
SO_104467,CUST_0399,PROD_0227,2024-10-18,190,32680,Direct,Cancelled
SO_104468,CUST_0128,PROD_0018,2024-01-11,429,426855,Distributor,Cancelled
SO_104469,CUST_0328,PROD_0188,2024-07-26,98,83888,Direct,Completed
SO_104470,CUST_0205,PROD_0043,2024-10-29,120,41880,Direct,Completed
SO_104471,CUST_0128,PROD_0073,2024-10-30,145,56840,Direct,Cancelled
SO_104472,CUST_0256,PROD_0101,2024-01-02,324,224856,Distributor,Cancelled
SO_104473,CUST_0288,PROD_0075,2024-07-21,124,51708,Distributor,Pending
SO_104474,CUST_0358,PROD_0225,2024-01-18,412,393048,Direct,Pending
SO_104475,CUST_0224,PROD_0156,2024-04-22,218,165680,Direct,Pending
SO_104476,CUST_0118,PROD_0159,2024-01-26,43,30272,Direct,Pending
SO_104477,CUST_0453,PROD_0122,2024-05-08,246,146862,Distributor,Cancelled
SO_104478,CUST_0097,PROD_0229,2024-09-30,309,306837,Direct,Cancelled
SO_104479,CUST_0377,PROD_0213,2024-03-30,90,47340,Online,Cancelled
SO_104480,CUST_0370,PROD_0218,2024-05-25,442,348296,Distributor,Completed
SO_104481,CUST_0308,PROD_0172,2024-06-28,91,30485,Online,Pending
SO_104482,CUST_0104,PROD_0126,2024-10-21,189,163485,Direct,Cancelled
SO_104483,CUST_0128,PROD_0059,2024-04-29,105,48405,Distributor,Pending
SO_104484,CUST_0373,PROD_0221,2024-04-25,222,97902,Direct,Completed
SO_104485,CUST_0410,PROD_0015,2024-12-14,336,35280,Distributor,Cancelled
SO_104486,CUST_0060,PROD_0073,2024-04-07,105,58590,Distributor,Pending
SO_104487,CUST_0401,PROD_0168,2024-09-05,88,86240,Distributor,Cancelled
SO_104488,CUST_0102,PROD_0061,2024-02-15,289,125137,Direct,Cancelled
SO_104489,CUST_0122,PROD_0071,2024-12-21,43,27606,Distributor,Cancelled
SO_104490,CUST_0387,PROD_0177,2024-05-29,490,444430,Distributor,Completed
SO_104491,CUST_0224,PROD_0141,2024-11-17,306,51714,Online,Completed
SO_104492,CUST_0473,PROD_0193,2024-03-03,479,80472,Distributor,Pending
SO_104493,CUST_0330,PROD_0058,2024-11-09,405,223560,Online,Pending
SO_104494,CUST_0050,PROD_0061,2024-05-13,469,323141,Direct,Pending
SO_104495,CUST_0413,PROD_0069,2024-12-29,182,30030,Direct,Cancelled
SO_104496,CUST_0047,PROD_0117,2024-02-02,218,167424,Online,Pending
SO_104497,CUST_0299,PROD_0053,2024-10-16,307,98240,Direct,Pending
SO_104498,CUST_0084,PROD_0047,2024-09-21,488,298168,Online,Completed
SO_104499,CUST_0310,PROD_0057,2024-12-05,276,130548,Direct,Completed
SO_104500,CUST_0110,PROD_0046,2024-04-30,437,59869,Direct,Completed
SO_104501,CUST_0367,PROD_0093,2024-10-29,322,288512,Online,Cancelled
SO_104502,CUST_0183,PROD_0141,2024-06-20,256,165120,Distributor,Pending
SO_104503,CUST_0319,PROD_0020,2024-11-23,237,218514,Distributor,Completed
SO_104504,CUST_0244,PROD_0186,2024-12-25,249,111552,Direct,Completed
SO_104505,CUST_0256,PROD_0167,2024-07-17,379,100056,Online,Completed
SO_104506,CUST_0108,PROD_0120,2024-04-10,386,231986,Distributor,Cancelled
SO_104507,CUST_0145,PROD_0142,2024-11-13,319,32538,Direct,Cancelled
SO_104508,CUST_0420,PROD_0217,2024-06-08,433,284914,Online,Completed
SO_104509,CUST_0021,PROD_0196,2024-04-22,424,249736,Distributor,Pending
SO_104510,CUST_0304,PROD_0173,2024-04-02,348,269004,Distributor,Pending
SO_104511,CUST_0320,PROD_0021,2024-08-23,454,157084,Distributor,Cancelled
SO_104512,CUST_0328,PROD_0170,2024-10-18,335,187935,Direct,Cancelled
SO_104513,CUST_0034,PROD_0059,2024-06-23,219,140160,Direct,Pending
SO_104514,CUST_0199,PROD_0248,2024-12-15,196,32340,Direct,Cancelled
SO_104515,CUST_0310,PROD_0153,2024-11-22,469,113498,Distributor,Pending
SO_104516,CUST_0190,PROD_0236,2024-02-05,217,105679,Direct,Pending
SO_104517,CUST_0315,PROD_0045,2024-11-04,188,86856,Online,Pending
SO_104518,CUST_0295,PROD_0297,2024-06-18,93,79050,Distributor,Cancelled
SO_104519,CUST_0010,PROD_0022,2024-11-04,71,68444,Online,Cancelled
SO_104520,CUST_0316,PROD_0240,2024-01-18,122,38918,Direct,Cancelled
SO_104521,CUST_0298,PROD_0139,2024-02-01,262,204622,Online,Pending
SO_104522,CUST_0399,PROD_0200,2024-06-18,453,277236,Direct,Pending
SO_104523,CUST_0471,PROD_0132,2024-05-03,85,21420,Online,Cancelled
SO_104524,CUST_0304,PROD_0163,2024-09-24,117,107757,Direct,Pending
SO_104525,CUST_0062,PROD_0144,2024-03-11,131,110564,Online,Cancelled
SO_104526,CUST_0211,PROD_0139,2024-01-01,193,179683,Direct,Completed
SO_104527,CUST_0008,PROD_0183,2024-11-15,113,19210,Direct,Cancelled
SO_104528,CUST_0054,PROD_0050,2024-03-22,246,82410,Distributor,Pending
SO_104529,CUST_0180,PROD_0291,2024-10-09,476,103768,Distributor,Completed
SO_104530,CUST_0435,PROD_0249,2024-04-10,125,16750,Distributor,Cancelled
SO_104531,CUST_0349,PROD_0282,2024-03-27,367,200015,Direct,Cancelled
SO_104532,CUST_0155,PROD_0247,2024-01-31,318,127518,Distributor,Completed
SO_104533,CUST_0026,PROD_0167,2024-11-28,304,190000,Online,Cancelled
SO_104534,CUST_0196,PROD_0184,2024-06-29,254,145034,Distributor,Completed
SO_104535,CUST_0494,PROD_0090,2024-06-05,51,10200,Direct,Pending
SO_104536,CUST_0394,PROD_0210,2024-12-15,276,175536,Direct,Completed
SO_104537,CUST_0151,PROD_0218,2024-12-24,432,73872,Distributor,Cancelled
SO_104538,CUST_0389,PROD_0010,2024-08-09,492,125460,Distributor,Cancelled
SO_104539,CUST_0478,PROD_0189,2024-02-08,18,4626,Direct,Pending
SO_104540,CUST_0402,PROD_0214,2024-08-01,397,242170,Direct,Completed
SO_104541,CUST_0270,PROD_0142,2024-10-24,184,73968,Direct,Cancelled
SO_104542,CUST_0127,PROD_0058,2024-08-05,162,153576,Distributor,Cancelled
SO_104543,CUST_0377,PROD_0151,2024-03-09,445,350660,Distributor,Cancelled
SO_104544,CUST_0417,PROD_0073,2024-08-31,474,304308,Distributor,Completed
SO_104545,CUST_0241,PROD_0196,2024-06-13,47,26743,Direct,Pending
SO_104546,CUST_0464,PROD_0267,2024-08-24,181,39277,Direct,Completed
SO_104547,CUST_0414,PROD_0297,2024-04-23,204,58344,Direct,Completed
SO_104548,CUST_0023,PROD_0016,2024-03-08,313,264798,Distributor,Completed
SO_104549,CUST_0442,PROD_0097,2024-01-17,364,111748,Distributor,Cancelled
SO_104550,CUST_0130,PROD_0039,2024-09-02,300,133500,Direct,Completed
SO_104551,CUST_0149,PROD_0171,2024-11-18,195,101790,Distributor,Completed
SO_104552,CUST_0410,PROD_0258,2024-05-09,230,126040,Distributor,Pending
SO_104553,CUST_0160,PROD_0283,2024-07-10,333,47952,Distributor,Cancelled
SO_104554,CUST_0354,PROD_0056,2024-01-04,385,264880,Direct,Pending
SO_104555,CUST_0023,PROD_0112,2024-06-03,17,12716,Online,Completed
SO_104556,CUST_0450,PROD_0184,2024-02-28,186,39060,Direct,Cancelled
SO_104557,CUST_0098,PROD_0187,2024-08-10,183,121695,Online,Cancelled
SO_104558,CUST_0476,PROD_0289,2024-01-16,52,6812,Direct,Completed
SO_104559,CUST_0164,PROD_0111,2024-08-08,493,230724,Online,Completed
SO_104560,CUST_0129,PROD_0209,2024-02-10,72,54144,Online,Pending
SO_104561,CUST_0339,PROD_0157,2024-01-15,492,306024,Online,Completed
SO_104562,CUST_0045,PROD_0261,2024-05-20,265,227900,Direct,Pending
SO_104563,CUST_0251,PROD_0189,2024-08-26,163,21842,Online,Completed
SO_104564,CUST_0148,PROD_0050,2024-03-16,345,296010,Online,Cancelled
SO_104565,CUST_0024,PROD_0006,2024-07-02,10,4910,Direct,Completed
SO_104566,CUST_0444,PROD_0087,2024-08-25,132,91344,Online,Cancelled
SO_104567,CUST_0340,PROD_0294,2024-08-02,330,38940,Direct,Cancelled
SO_104568,CUST_0370,PROD_0228,2024-08-28,201,154368,Direct,Cancelled
SO_104569,CUST_0242,PROD_0144,2024-11-26,453,253680,Distributor,Completed
SO_104570,CUST_0159,PROD_0082,2024-02-18,190,170240,Distributor,Completed
SO_104571,CUST_0473,PROD_0156,2024-07-26,169,129285,Distributor,Cancelled
SO_104572,CUST_0043,PROD_0105,2024-07-05,342,275310,Direct,Cancelled
SO_104573,CUST_0154,PROD_0041,2024-10-26,185,148000,Distributor,Cancelled
SO_104574,CUST_0265,PROD_0116,2024-09-03,237,210456,Online,Pending
SO_104575,CUST_0219,PROD_0003,2024-03-20,296,219928,Distributor,Pending
SO_104576,CUST_0036,PROD_0251,2024-06-14,337,120983,Online,Completed
SO_104577,CUST_0235,PROD_0095,2024-02-26,429,62634,Direct,Completed
SO_104578,CUST_0152,PROD_0169,2024-01-31,292,192428,Online,Cancelled
SO_104579,CUST_0299,PROD_0273,2024-03-09,84,83412,Direct,Cancelled
SO_104580,CUST_0443,PROD_0081,2024-04-08,195,167895,Direct,Completed
SO_104581,CUST_0091,PROD_0136,2024-05-26,149,123074,Online,Cancelled
SO_104582,CUST_0412,PROD_0075,2024-02-04,23,3427,Distributor,Pending
SO_104583,CUST_0473,PROD_0163,2024-02-03,286,259116,Distributor,Cancelled
SO_104584,CUST_0139,PROD_0138,2024-09-30,390,58500,Online,Completed
SO_104585,CUST_0081,PROD_0270,2024-06-23,31,12121,Direct,Pending
SO_104586,CUST_0128,PROD_0129,2024-01-12,197,110123,Distributor,Pending
SO_104587,CUST_0350,PROD_0289,2024-05-24,238,102578,Online,Completed
SO_104588,CUST_0160,PROD_0054,2024-11-07,54,17172,Online,Completed
SO_104589,CUST_0049,PROD_0074,2024-05-05,485,71780,Online,Cancelled
SO_104590,CUST_0007,PROD_0200,2024-03-09,391,220133,Direct,Pending
SO_104591,CUST_0301,PROD_0047,2024-06-26,134,34572,Online,Completed
SO_104592,CUST_0033,PROD_0104,2024-03-10,164,123492,Direct,Pending
SO_104593,CUST_0456,PROD_0078,2024-02-04,488,72224,Online,Pending
SO_104594,CUST_0113,PROD_0085,2024-07-22,402,82812,Direct,Cancelled
SO_104595,CUST_0324,PROD_0041,2024-01-02,185,49950,Direct,Completed
SO_104596,CUST_0479,PROD_0275,2024-07-28,117,82485,Direct,Cancelled
SO_104597,CUST_0468,PROD_0091,2024-08-26,89,66394,Online,Pending
SO_104598,CUST_0232,PROD_0033,2024-05-22,268,261836,Online,Completed
SO_104599,CUST_0198,PROD_0037,2024-07-10,362,79640,Distributor,Completed
SO_104600,CUST_0164,PROD_0090,2024-01-15,482,68444,Online,Cancelled
SO_104601,CUST_0052,PROD_0032,2024-02-14,312,102336,Distributor,Pending
SO_104602,CUST_0305,PROD_0247,2024-12-29,365,231775,Online,Cancelled
SO_104603,CUST_0244,PROD_0271,2024-05-13,263,231440,Distributor,Pending
