Shipment_ID,Sales_Order_ID,Warehouse_ID,Transport_Mode,Dispatch_Date,Delivery_Date,SLA_Days,Actual_Days,Delivery_Status,Distance_KM,Total_Shipping_Cost,Revenue,Profit
SHP_106086,SO_107678,WH_02,Air,20-06-2024,2024/06/29,5,9.0,Delayed,3509,14867.37,44866,29998.63
SHP_106087,SO_104032,WH_03,Road,07-02-2024,2024/02/10,4,3.0,On Time,3129,4685.17,20515,15829.83
SHP_106088,SO_109980,WH_10,Sea,18-12-2024,2024/12/26,7,8.0,Delayed,4592,7834.78,20139,12304.22
SHP_106089,SO_101280,WH_07,Road,11-09-2024,2024/09/17,5,6.0,Delayed,1317,4768.18,21858,17089.82
SHP_106090,SO_106550,WH_15,Rail,11-01-2024,2024/01/15,3,4.0,Delayed,566,2779.08,10169,7389.92
SHP_106091,SO_106127,WH_15,Air,15-03-2024,2024/03/24,7,9.0,Delayed,2649,3680.71,18371,14690.29
SHP_106092,SO_103744,WH_04,Air,10-12-2024,2024/12/19,5,9.0,Delayed,3872,15295.27,44370,29074.73
SHP_106093,SO_101144,WH_13,Sea,18-07-2024,2024/07/20,6,2.0,On Time,2393,10003.35,25691,15687.65
SHP_106094,SO_107964,WH_02,Road,06-10-2024,2024/10/14,4,8.0,Delayed,2114,9337.09,37149,27811.91
SHP_106095,SO_107874,WH_12,Road,01-04-2024,2024/04/03,6,2.0,On Time,2024,1688.33,5163,3474.67
SHP_106096,SO_103939,WH_04,Rail,30-04-2024,2024/05/03,6,3.0,On Time,1115,10173.18,30317,20143.82
SHP_106097,SO_101726,WH_11,Air,23-02-2024,2024/02/26,4,3.0,On Time,1782,8247.14,20840,12592.86
SHP_106098,SO_100441,WH_08,Sea,16-03-2024,2024/03/26,5,10.0,Delayed,2904,15651.11,43342,27690.89
SHP_106099,SO_108250,WH_07,Sea,16-01-2024,2024/01/20,4,4.0,On Time,2207,7787.94,31606,23818.06
SHP_106100,SO_103295,WH_12,Air,13-09-2024,2024/09/15,3,2.0,On Time,2164,11095.23,38846,27750.77
SHP_106101,SO_109292,WH_06,Rail,12-04-2024,2024/04/17,6,5.0,On Time,3506,5576.78,15908,10331.22
SHP_106102,SO_104333,WH_01,Sea,18-02-2024,2024/02/28,7,10.0,Delayed,1857,5771.26,14562,8790.74
SHP_106103,SO_101629,WH_13,Road,18-01-2024,2024/01/26,4,8.0,Delayed,4881,13112.58,34253,21140.42
SHP_106104,SO_102548,WH_02,Rail,13-01-2024,2024/01/15,5,2.0,On Time,1305,4863.23,17495,12631.77
SHP_106105,SO_100121,WH_05,Air,29-02-2024,2024/03/08,7,8.0,Delayed,900,5178.37,17786,12607.63
SHP_106106,SO_101738,WH_14,Air,05-02-2024,2024/02/11,3,6.0,Delayed,4807,9951.31,27593,17641.69
SHP_106107,SO_101187,WH_11,Sea,29-08-2024,2024/09/06,3,8.0,Delayed,2673,11606.87,29732,18125.13
SHP_106108,SO_105687,WH_05,Rail,03-05-2024,2024/05/13,4,10.0,Delayed,369,-11857.07,41532,53389.07
SHP_106109,SO_105860,WH_09,Road,14-01-2024,2024/01/17,3,3.0,On Time,3026,5013.08,24244,19230.92
SHP_106110,SO_103695,WH_06,Rail,20-09-2024,2024/09/30,4,10.0,Delayed,3638,13737.48,37491,23753.52
SHP_106111,SO_101396,WH_03,Sea,02-06-2024,2024/06/04,7,2.0,On Time,4367,11312.78,28390,17077.22
SHP_106112,SO_105883,WH_04,Air,24-10-2024,2024/10/26,4,2.0,On Time,3811,5464.23,14433,8968.77
SHP_106113,SO_104584,WH_10,Air,15-05-2024,2024/05/19,5,4.0,On Time,4920,10046.35,26365,16318.65
SHP_106114,SO_105053,WH_11,Road,27-09-2024,2024/10/01,3,4.0,Delayed,1422,9412.86,38022,28609.14
SHP_106115,SO_106518,WH_12,Road,25-02-2024,2024/03/06,3,10.0,Delayed,1906,2908.04,12774,9865.96
SHP_106116,SO_105281,WH_11,Sea,25-02-2024,2024/02/28,6,3.0,On Time,3390,4005.03,17842,13836.97
SHP_106117,SO_108920,WH_07,Air,26-02-2024,2024/03/02,7,5.0,On Time,1512,4033.92,17890,13856.08
SHP_106118,SO_105853,WH_03,Sea,05-11-2024,2024/11/13,6,8.0,Delayed,2583,1549.53,5083,3533.47
SHP_106119,SO_109876,WH_10,Sea,11-07-2024,2024/07/20,5,9.0,Delayed,3547,11004.47,28585,17580.53
SHP_106120,SO_107840,WH_06,Road,29-10-2024,2024/11/05,5,7.0,Delayed,2689,-8988.5,23317,32305.5
SHP_106121,SO_106466,WH_04,Road,04-02-2024,2024/02/10,6,6.0,On Time,3446,5409.05,20979,15569.95
SHP_106122,SO_108677,WH_13,Sea,14-06-2024,2024/06/23,6,9.0,Delayed,1256,2817.98,7127,4309.02
SHP_106123,SO_106151,WH_14,Sea,23-08-2024,2024/09/02,3,10.0,Delayed,1108,13071.13,41238,28166.87
SHP_106124,SO_101239,WH_10,Sea,18-06-2024,2024/06/27,4,9.0,Delayed,3233,6313.49,24974,18660.51
SHP_106125,SO_107283,WH_02,Sea,16-11-2024,2024/11/18,7,2.0,On Time,2609,5240.6,19140,13899.4
SHP_106126,SO_109225,WH_01,Sea,23-04-2024,2024/04/25,4,2.0,On Time,427,10678.68,34254,23575.32
SHP_106127,SO_103904,WH_05,Sea,02-05-2024,2024/05/04,6,2.0,On Time,1962,7638.07,30247,22608.93
SHP_106128,SO_108921,WH_15,Rail,10-05-2024,2024/05/17,5,7.0,Delayed,2188,10297.27,29178,18880.73
SHP_106129,SO_103434,WH_14,Air,14-12-2024,2024/12/19,7,5.0,On Time,1724,4342.28,12234,7891.72
SHP_106130,SO_104680,WH_09,Rail,30-06-2024,2024/07/02,6,2.0,On Time,4726,7705.97,21513,13807.03
SHP_106131,SO_104791,WH_14,Rail,14-01-2024,2024/01/23,7,9.0,Delayed,486,6277.72,28430,22152.28
SHP_106132,SO_104355,WH_01,Sea,09-08-2024,2024/08/17,7,8.0,Delayed,4364,4887.35,17178,12290.65
SHP_106133,SO_100329,WH_03,Air,23-11-2024,2024/11/25,3,2.0,On Time,2310,5717.43,20584,14866.57
SHP_106134,SO_101869,WH_06,Air,09-10-2024,2024/10/12,7,3.0,On Time,3801,7901.27,24143,16241.73
SHP_106135,SO_107959,WH_12,Road,28-07-2024,2024/08/01,7,4.0,On Time,1923,4026.06,15234,11207.94
SHP_106136,SO_102457,WH_05,Air,05-01-2024,2024/01/09,5,4.0,On Time,4921,8109.12,21942,13832.88
SHP_106137,SO_100617,WH_07,Air,24-09-2024,2024/10/03,3,9.0,Delayed,498,3809.91,10289,6479.09
SHP_106138,SO_103836,WH_13,Rail,25-10-2024,2024/10/30,4,5.0,Delayed,2961,5459.8,17191,11731.2
SHP_106139,SO_100732,WH_01,Sea,04-11-2024,2024/11/06,4,2.0,On Time,2259,7217.61,34787,27569.39
SHP_106140,SO_104863,WH_04,Rail,05-06-2024,2024/06/07,5,2.0,On Time,517,2634.2,8067,5432.8
SHP_106141,SO_106078,WH_12,Rail,29-10-2024,2024/11/05,5,7.0,Delayed,4984,9548.92,30746,21197.08
SHP_106142,SO_106795,WH_13,Road,07-09-2024,2024/09/14,7,7.0,On Time,1954,12168.68,33872,21703.32
SHP_106143,SO_104936,WH_03,Road,30-03-2024,2024/04/02,3,3.0,On Time,703,6256.15,24145,17888.85
SHP_106144,SO_103863,WH_04,Rail,15-08-2024,2024/08/22,6,7.0,Delayed,3411,4524.26,13088,8563.74
SHP_106145,SO_103951,WH_01,Rail,18-12-2024,2024/12/26,6,8.0,Delayed,4714,3151.74,11530,8378.26
SHP_106146,SO_101501,WH_02,Road,03-10-2024,2024/10/13,6,10.0,Delayed,3445,14380.4,48342,33961.6
SHP_106147,SO_104215,WH_11,Rail,07-12-2024,2024/12/13,5,6.0,Delayed,1758,9426.35,40007,30580.65
SHP_106148,SO_104295,WH_10,Rail,16-12-2024,2024/12/24,7,8.0,Delayed,4448,17981.82,47804,29822.18
SHP_106149,SO_105758,WH_13,Road,28-08-2024,2024/08/30,3,2.0,On Time,487,10079.33,45454,35374.67
SHP_106150,SO_101817,WH_06,Road,18-11-2024,2024/11/24,5,6.0,Delayed,2680,2973.1,7747,4773.9
SHP_106151,SO_104164,WH_12,Air,06-01-2024,2024/01/13,5,7.0,Delayed,973,2059.92,10122,8062.08
SHP_106152,SO_100753,WH_12,Road,03-01-2024,2024/01/09,7,6.0,On Time,212,6293.35,22202,15908.65
SHP_106153,SO_102449,WH_14,Road,15-07-2024,2024/07/23,3,8.0,Delayed,3476,8183.53,26227,18043.47
SHP_106154,SO_101381,WH_09,Rail,21-02-2024,2024/02/28,3,7.0,Delayed,2041,7244.98,20989,13744.02
SHP_106155,SO_101837,WH_02,Air,10-11-2024,2024/11/16,6,6.0,On Time,4491,3265.88,15215,11949.12
SHP_106156,SO_101077,WH_02,Road,03-05-2024,2024/05/06,4,3.0,On Time,2184,-9701.11,24806,34507.11
SHP_106157,SO_106041,WH_03,Sea,23-03-2024,2024/03/29,3,6.0,Delayed,679,10947.28,35483,24535.72
SHP_106158,SO_107956,WH_09,Sea,05-06-2024,2024/06/09,3,4.0,Delayed,792,6932.53,30146,23213.47
SHP_106159,SO_108738,WH_11,Sea,16-03-2024,2024/03/23,4,7.0,Delayed,2663,9451.51,33504,24052.49
SHP_106160,SO_106759,WH_15,Rail,27-05-2024,2024/05/31,4,4.0,On Time,1613,4512.2,13343,8830.8
SHP_106161,SO_102766,WH_09,Air,23-12-2024,2024/12/29,7,6.0,On Time,548,2339.13,8253,5913.87
SHP_106162,SO_109322,WH_01,Road,08-02-2024,2024/02/18,7,10.0,Delayed,4971,9353.36,37918,28564.64
SHP_106163,SO_100953,WH_10,Rail,01-04-2024,2024/04/08,7,7.0,On Time,492,6463.26,22390,15926.74
SHP_106164,SO_106597,WH_10,Road,01-04-2024,2024/04/09,3,8.0,Delayed,2195,7470.99,36970,29499.01
SHP_106165,SO_103741,WH_08,Air,03-05-2024,2024/05/05,7,2.0,On Time,2213,8003.95,39622,31618.05
SHP_106166,SO_102082,WH_12,Road,22-01-2024,2024/02/01,7,10.0,Delayed,750,11642.18,39551,27908.82
SHP_106167,SO_100633,WH_03,Rail,27-09-2024,2024/10/01,6,4.0,On Time,3995,4297.28,19493,15195.72
SHP_106168,SO_100393,WH_10,Sea,14-08-2024,2024/08/16,4,2.0,On Time,1054,14402.67,41423,27020.33
SHP_106169,SO_106482,WH_03,Road,15-12-2024,2024/12/17,4,2.0,On Time,3602,7341.02,27871,20529.98
SHP_106170,SO_105676,WH_04,Air,21-06-2024,2024/06/27,6,6.0,On Time,3322,8059.86,32969,24909.14
SHP_106171,SO_103284,WH_04,Air,11-09-2024,2024/09/13,6,2.0,On Time,4520,7175.52,18900,11724.48
SHP_106172,SO_107533,WH_13,Air,13-06-2024,2024/06/22,7,9.0,Delayed,1746,11978.27,32623,20644.73
SHP_106173,SO_109049,WH_10,Sea,24-09-2024,2024/09/27,5,3.0,On Time,4799,5018.01,23463,18444.99
SHP_106174,SO_101114,WH_01,Road,23-05-2024,2024/05/31,5,8.0,Delayed,1927,18632.42,47682,29049.58
SHP_106175,SO_108702,WH_11,Sea,15-05-2024,2024/05/24,5,9.0,Delayed,3210,10295.6,43119,32823.4
SHP_106176,SO_106086,WH_05,Road,23-09-2024,2024/09/29,7,6.0,On Time,2713,13531.65,41513,27981.35
SHP_106177,SO_102799,WH_14,Rail,10-08-2024,2024/08/13,6,3.0,On Time,873,4258.84,19778,15519.16
SHP_106178,SO_102559,WH_03,Rail,31-12-2024,2025/01/07,4,7.0,Delayed,4453,14888.09,40072,25183.91
SHP_106179,SO_107367,WH_13,Sea,21-06-2024,2024/06/30,5,9.0,Delayed,407,16442.87,49713,33270.13
SHP_106180,SO_108347,WH_15,Road,20-02-2024,2024/02/29,4,9.0,Delayed,4984,11558.2,46602,35043.8
SHP_106181,SO_109205,WH_14,Road,07-04-2024,2024/04/15,4,8.0,Delayed,4136,4803.91,16410,11606.09
SHP_106182,SO_100120,WH_11,Rail,02-07-2024,2024/07/08,3,6.0,Delayed,3164,9907.34,45174,35266.66
SHP_106183,SO_106292,WH_12,Sea,22-07-2024,2024/07/27,4,5.0,Delayed,3491,7911.3,22972,15060.7
SHP_106184,SO_100657,WH_14,Road,11-05-2024,2024/05/16,6,5.0,On Time,1119,17071.85,48730,31658.15
SHP_106185,SO_109097,WH_11,Sea,27-11-2024,2024/12/03,3,6.0,Delayed,2864,9149.8,35955,26805.2
SHP_106186,SO_100707,WH_12,Road,02-09-2024,2024/09/04,4,2.0,On Time,3644,11710.04,45086,33375.96
SHP_106187,SO_104026,WH_08,Air,08-11-2024,2024/11/14,5,6.0,Delayed,525,4593.23,14274,9680.77
SHP_106188,SO_103816,WH_08,Rail,23-12-2024,2024/12/25,3,2.0,On Time,3187,2122.89,6656,4533.11
SHP_106189,SO_100878,WH_10,Road,09-09-2024,2024/09/15,6,6.0,On Time,4056,2527.84,6788,4260.16
SHP_106190,SO_109740,WH_09,Road,27-01-2024,2024/01/31,4,4.0,On Time,3719,4177.34,15253,11075.66
SHP_106191,SO_109061,WH_07,Air,02-12-2024,2024/12/06,3,4.0,Delayed,2235,3861.83,11685,7823.17
SHP_106192,SO_107142,WH_15,Road,01-12-2024,2024/12/05,7,4.0,On Time,917,7801.5,21166,13364.5
SHP_106193,SO_103382,WH_15,Air,14-07-2024,2024/07/22,7,8.0,Delayed,2371,13000.35,41728,28727.65
SHP_106194,SO_109557,WH_02,Air,23-05-2024,2024/05/30,6,7.0,Delayed,1771,1870.22,8441,6570.78
SHP_106195,SO_102339,WH_07,Rail,19-08-2024,2024/08/24,4,5.0,Delayed,2447,2407.52,9642,7234.48
SHP_106196,SO_101407,WH_09,Road,27-12-2024,2024/12/29,7,2.0,On Time,4109,-6523.29,20757,27280.29
SHP_106197,SO_100042,WH_15,Sea,01-10-2024,2024/10/10,7,9.0,Delayed,206,4277.72,16191,11913.28
SHP_106198,SO_102143,WH_09,Road,25-03-2024,2024/03/30,6,5.0,On Time,4706,3740.17,14206,10465.83
SHP_106199,SO_106070,WH_13,Rail,08-07-2024,2024/07/18,3,10.0,Delayed,4523,7042.71,24875,17832.29
SHP_106200,SO_106714,WH_09,Air,19-05-2024,2024/05/29,6,10.0,Delayed,1859,6946.36,27110,20163.64
SHP_106201,SO_103934,WH_07,Road,13-11-2024,2024/11/15,7,2.0,On Time,4379,9566.35,24536,14969.65
SHP_106202,SO_109296,WH_06,Road,27-06-2024,2024/07/05,7,8.0,Delayed,4843,6934.71,29804,22869.29
SHP_106203,SO_106372,WH_05,Sea,22-06-2024,2024/07/02,3,10.0,Delayed,406,16150.64,44235,28084.36
SHP_106204,SO_103560,WH_11,Sea,12-07-2024,2024/07/19,6,7.0,Delayed,1520,18587.52,49225,30637.48
SHP_106205,SO_108188,WH_15,Air,05-09-2024,2024/09/10,3,5.0,Delayed,257,5587.18,21910,16322.82
SHP_106206,SO_108115,WH_06,Road,11-12-2024,2024/12/16,7,5.0,On Time,418,3552.23,10451,6898.77
SHP_106207,SO_108299,WH_04,Rail,24-09-2024,2024/09/26,7,2.0,On Time,2542,9714.03,41977,32262.97
SHP_106208,SO_106551,WH_01,Road,11-11-2024,2024/11/15,7,4.0,On Time,1650,4700.98,15620,10919.02
SHP_106209,SO_104172,WH_09,Road,16-01-2024,2024/01/20,6,4.0,On Time,2834,10023.77,36607,26583.23
SHP_106210,SO_106765,WH_04,Air,29-07-2024,2024/08/03,6,5.0,On Time,2306,17231.91,44917,27685.09
SHP_106211,SO_107664,WH_02,Air,06-05-2024,2024/05/14,4,8.0,Delayed,639,9045.03,44444,35398.97
SHP_106212,SO_107146,WH_15,Road,25-10-2024,2024/10/27,4,2.0,On Time,3185,2727.04,10631,7903.96
SHP_106213,SO_104113,WH_09,Road,23-06-2024,2024/06/28,3,5.0,Delayed,3817,6578.9,22738,16159.1
SHP_106214,SO_104683,WH_15,Road,10-05-2024,2024/05/17,5,7.0,Delayed,3994,11139.69,32308,21168.31
SHP_106215,SO_105604,WH_02,Sea,22-12-2024,2024/12/30,3,,Delayed,3832,8932.89,23637,14704.11
SHP_106216,SO_107915,WH_06,Rail,14-08-2024,2024/08/20,4,6.0,Delayed,3975,9319.8,28100,18780.2
SHP_106217,SO_109843,WH_09,Sea,25-11-2024,2024/11/27,4,2.0,On Time,2172,11594.57,38631,27036.43
SHP_106218,SO_101825,WH_07,Air,19-09-2024,2024/09/25,4,6.0,Delayed,3579,8750.15,41230,32479.85
SHP_106219,SO_103160,WH_15,Air,29-02-2024,2024/03/03,7,3.0,On Time,4928,13007.64,41137,28129.36
SHP_106220,SO_105967,WH_07,Air,05-10-2024,2024/10/09,5,4.0,On Time,3513,4533.27,12401,7867.73
SHP_106221,SO_104805,WH_14,Road,05-07-2024,2024/07/12,4,7.0,Delayed,237,13707.69,39262,25554.31
SHP_106222,SO_105071,WH_01,Road,12-01-2024,2024/01/19,5,7.0,Delayed,458,13155.23,46765,33609.77
SHP_106223,SO_105249,WH_05,Air,27-03-2024,2024/03/31,6,4.0,On Time,445,10165.11,27765,17599.89
SHP_106224,SO_103734,WH_09,Road,08-09-2024,2024/09/10,7,2.0,On Time,4703,2572.57,8590,6017.43
SHP_106225,SO_103413,WH_07,Air,03-08-2024,2024/08/07,3,4.0,Delayed,3342,3550.29,13159,9608.71
SHP_106226,SO_109114,WH_03,Air,08-04-2024,2024/04/12,3,4.0,Delayed,457,15699.14,47478,31778.86
SHP_106227,SO_107526,WH_11,Air,24-12-2024,2025/01/01,7,8.0,Delayed,4151,14737.69,37375,22637.31
SHP_106228,SO_101488,WH_06,Road,26-11-2024,2024/12/02,4,6.0,Delayed,2484,6620.73,17380,10759.27
SHP_106229,SO_104009,WH_02,Rail,02-09-2024,2024/09/07,6,5.0,On Time,4888,8400.09,21044,12643.91
SHP_106230,SO_102311,WH_03,Sea,27-04-2024,2024/05/05,3,8.0,Delayed,1948,13404.13,46040,32635.87
SHP_106231,SO_107094,WH_04,Sea,12-09-2024,2024/09/19,6,7.0,Delayed,240,9854.77,29237,19382.23
SHP_106232,SO_102429,WH_04,Sea,25-04-2024,2024/05/05,3,10.0,Delayed,3056,2167.77,5816,3648.23
SHP_106233,SO_108393,WH_02,Air,16-04-2024,2024/04/24,6,8.0,Delayed,3948,11318.83,30163,18844.17
SHP_106234,SO_104772,WH_02,Rail,23-01-2024,2024/02/01,7,9.0,Delayed,2140,2072.23,9559,7486.77
SHP_106235,SO_100228,WH_15,Sea,26-02-2024,2024/02/28,3,2.0,On Time,3006,9927.19,29856,19928.81
SHP_106236,SO_103152,WH_04,Air,26-04-2024,2024/05/01,7,5.0,On Time,1359,17718.13,48823,31104.87
SHP_106237,SO_101470,WH_10,Rail,28-12-2024,2024/12/30,6,2.0,On Time,1687,9069.06,25146,16076.94
SHP_106238,SO_102088,WH_04,Rail,15-07-2024,2024/07/18,4,3.0,On Time,4238,12577.12,43666,31088.88
SHP_106239,SO_106092,WH_07,Sea,03-11-2024,2024/11/11,6,8.0,Delayed,3232,3310.79,13651,10340.21
SHP_106240,SO_108020,WH_07,Air,17-12-2024,2024/12/19,5,2.0,On Time,950,-1979.76,5912,7891.76
SHP_106241,SO_104928,WH_10,Rail,18-11-2024,2024/11/21,5,3.0,On Time,3780,8446.74,35357,26910.26
SHP_106242,SO_100760,WH_12,Air,14-01-2024,2024/01/20,4,6.0,Delayed,2257,5298.44,22103,16804.56
SHP_106243,SO_102794,WH_13,Sea,27-07-2024,2024/08/05,5,9.0,Delayed,3522,15288.13,39358,24069.87
SHP_106244,SO_106319,WH_14,Rail,24-03-2024,2024/04/02,4,9.0,Delayed,3852,13308.89,41623,28314.11
SHP_106245,SO_104809,WH_13,Air,10-11-2024,2024/11/20,4,10.0,Delayed,3349,10645.16,26736,16090.84
SHP_106246,SO_102679,WH_03,Sea,22-09-2024,2024/09/27,6,5.0,On Time,697,14588.37,43456,28867.63
SHP_106247,SO_101023,WH_06,Rail,13-12-2024,2024/12/22,7,9.0,Delayed,3016,7170.16,20349,13178.84
SHP_106248,SO_106290,WH_07,Sea,14-03-2024,2024/03/23,3,9.0,Delayed,1788,4217.08,14934,10716.92
SHP_106249,SO_106756,WH_12,Sea,26-04-2024,2024/04/29,6,3.0,On Time,610,15730.87,43871,28140.13
SHP_106250,SO_106831,WH_05,Rail,03-03-2024,2024/03/08,6,5.0,On Time,4528,19483.26,49945,30461.74
SHP_106251,SO_109642,WH_15,Rail,26-12-2024,2025/01/01,3,6.0,Delayed,1362,3267.78,9315,6047.22
SHP_106252,SO_104852,WH_12,Road,09-11-2024,2024/11/17,5,8.0,Delayed,215,12407.45,35297,22889.55
SHP_106253,SO_105481,WH_02,Sea,15-06-2024,2024/06/17,3,2.0,On Time,777,4576.9,17574,12997.1
SHP_106254,SO_104258,WH_10,Sea,18-04-2024,2024/04/23,6,5.0,On Time,1730,6798.69,27652,20853.31
SHP_106255,SO_107521,WH_13,Rail,17-08-2024,2024/08/23,3,6.0,Delayed,4596,12746.71,40173,27426.29
SHP_106256,SO_102808,WH_02,Road,06-01-2024,2024/01/12,3,6.0,Delayed,4367,8585.25,37331,28745.75
SHP_106257,SO_108680,WH_03,Sea,04-05-2024,2024/05/07,5,3.0,On Time,2689,7169.55,28133,20963.45
SHP_106258,SO_103142,WH_11,Air,13-08-2024,2024/08/19,3,6.0,Delayed,3441,9092.36,39050,29957.64
SHP_106259,SO_101366,WH_09,Sea,07-05-2024,2024/05/14,4,7.0,Delayed,4497,6782.14,19067,12284.86
SHP_106260,SO_102419,WH_08,Sea,13-01-2024,2024/01/17,3,4.0,Delayed,1230,10232.9,45465,35232.1
SHP_106261,SO_109108,WH_01,Road,12-09-2024,2024/09/16,7,4.0,On Time,4985,8404.11,37507,29102.89
SHP_106262,SO_103918,WH_03,Rail,25-07-2024,2024/07/28,5,3.0,On Time,3989,5184.43,14586,9401.57
SHP_106263,SO_107430,WH_11,Rail,17-11-2024,2024/11/20,4,3.0,On Time,3883,6138.48,21729,15590.52
SHP_106264,SO_103830,WH_15,Sea,10-10-2024,2024/10/15,5,5.0,On Time,2080,11910.63,32714,20803.37
SHP_106265,SO_108335,WH_02,Sea,28-02-2024,2024/03/06,6,7.0,Delayed,1568,1833.83,8045,6211.17
SHP_106266,SO_108887,WH_14,Air,22-07-2024,2024/08/01,4,10.0,Delayed,1815,6731.99,26199,19467.01
SHP_106267,SO_101870,WH_12,Road,21-04-2024,2024/04/28,4,7.0,Delayed,4939,7791.21,30430,22638.79
SHP_106268,SO_100969,WH_12,Road,02-04-2024,2024/04/04,5,2.0,On Time,4970,-9880.83,44900,54780.83
SHP_106269,SO_109026,WH_04,Rail,15-09-2024,2024/09/25,3,10.0,Delayed,983,11041.31,31530,20488.69
SHP_106270,SO_100611,WH_03,Road,12-04-2024,2024/04/21,5,9.0,Delayed,3727,11403.26,47982,36578.74
SHP_106271,SO_102476,WH_11,Sea,04-04-2024,2024/04/07,4,3.0,On Time,2128,11788.84,37326,25537.16
SHP_106272,SO_103655,WH_13,Air,08-07-2024,2024/07/18,4,10.0,Delayed,838,8206.43,31545,23338.57
SHP_106273,SO_105398,WH_06,Air,03-01-2024,2024/01/09,5,6.0,Delayed,2827,11281.94,45663,34381.06
SHP_106274,SO_102791,WH_07,Rail,15-06-2024,2024/06/21,4,6.0,Delayed,2970,-1789.92,6068,7857.92
SHP_106275,SO_107483,WH_01,Road,20-09-2024,2024/09/22,3,2.0,On Time,3002,8951.21,43863,34911.79
SHP_106276,SO_103506,WH_01,Rail,21-11-2024,2024/11/27,5,6.0,Delayed,2181,12571.46,33872,21300.54
SHP_106277,SO_107286,WH_10,Rail,31-03-2024,2024/04/02,6,2.0,On Time,939,4624.87,22912,18287.13
SHP_106278,SO_109415,WH_08,Air,18-04-2024,2024/04/24,7,6.0,On Time,501,3262.28,8507,5244.72
SHP_106279,SO_108720,WH_14,Sea,23-08-2024,2024/08/29,7,6.0,On Time,3696,6740.6,17104,10363.4
SHP_106280,SO_103917,WH_10,Sea,31-08-2024,2024/09/08,5,8.0,Delayed,3733,8193.54,28155,19961.46
SHP_106281,SO_106335,WH_09,Rail,21-09-2024,2024/09/30,5,9.0,Delayed,1984,5255.02,24637,19381.98
SHP_106282,SO_100457,WH_02,Air,24-10-2024,2024/10/29,5,5.0,On Time,3050,4597.73,12710,8112.27
SHP_106283,SO_101117,WH_13,Sea,02-05-2024,2024/05/11,7,9.0,Delayed,4201,8683.25,31507,22823.75
SHP_106284,SO_100193,WH_08,Rail,03-03-2024,2024/03/09,3,6.0,Delayed,2023,11072.66,38079,27006.34
SHP_106285,SO_102491,WH_15,Road,09-08-2024,2024/08/13,4,4.0,On Time,1767,8610.83,39769,31158.17
SHP_106286,SO_101982,WH_01,Air,12-09-2024,2024/09/18,4,6.0,Delayed,1120,9697.36,30513,20815.64
SHP_106287,SO_101715,WH_09,Road,31-10-2024,2024/11/08,3,8.0,Delayed,2477,14198.65,42969,28770.35
SHP_106288,SO_106860,WH_07,Road,26-07-2024,2024/08/04,6,9.0,Delayed,4698,5425.97,24453,19027.03
SHP_106289,SO_104754,WH_07,Sea,24-04-2024,2024/04/30,6,6.0,On Time,1980,-2348.25,7306,9654.25
SHP_106290,SO_108270,WH_11,Rail,03-02-2024,2024/02/09,6,6.0,On Time,4651,2211.75,8857,6645.25
SHP_106291,SO_106182,WH_10,Air,27-01-2024,2024/02/05,4,9.0,Delayed,2977,4350.7,16450,12099.3
SHP_106292,SO_103753,WH_09,Road,25-01-2024,2024/02/03,3,9.0,Delayed,4674,10013.37,36977,26963.63
SHP_106293,SO_103349,WH_06,Road,23-04-2024,2024/04/29,5,6.0,Delayed,608,9224.46,31189,21964.54
SHP_106294,SO_102835,WH_04,Sea,04-07-2024,2024/07/07,6,3.0,On Time,957,4000.92,19033,15032.08
SHP_106295,SO_100482,WH_07,Sea,22-06-2024,2024/06/24,4,2.0,On Time,2816,11339.55,31485,20145.45
SHP_106296,SO_105595,WH_04,Road,12-01-2024,2024/01/21,7,9.0,Delayed,1798,-4528.93,19969,24497.93
SHP_106297,SO_105316,WH_14,Sea,08-05-2024,2024/05/17,7,9.0,Delayed,631,7510.91,35469,27958.09
SHP_106298,SO_101422,WH_01,Air,15-06-2024,2024/06/24,3,9.0,Delayed,1448,17425.19,44308,26882.81
SHP_106299,SO_100759,WH_04,Rail,19-06-2024,2024/06/26,6,7.0,Delayed,1448,7585.48,37173,29587.52
SHP_106300,SO_107001,WH_02,Air,18-10-2024,2024/10/28,5,10.0,Delayed,2870,11534.74,42818,31283.26
SHP_106301,SO_106583,WH_10,Sea,16-04-2024,2024/04/19,7,3.0,On Time,3405,-1790.87,7276,9066.87
SHP_106302,SO_106629,WH_04,Rail,02-02-2024,2024/02/10,7,8.0,Delayed,871,7697.59,37132,29434.41
SHP_106303,SO_104675,WH_13,Sea,13-03-2024,2024/03/17,6,4.0,On Time,3573,10106.07,29100,18993.93
SHP_106304,SO_101825,WH_08,Road,31-01-2024,2024/02/04,6,4.0,On Time,1438,6805.79,25941,19135.21
SHP_106305,SO_108825,WH_12,Air,26-02-2024,2024/03/03,4,6.0,Delayed,674,9976.63,38238,28261.37
SHP_106306,SO_101689,WH_03,Rail,30-07-2024,2024/08/03,5,4.0,On Time,711,12134.2,33461,21326.8
SHP_106307,SO_102948,WH_06,Road,06-12-2024,2024/12/16,7,10.0,Delayed,1113,5120.15,23429,18308.85
SHP_106308,SO_101472,WH_06,Rail,17-05-2024,2024/05/26,5,9.0,Delayed,1728,6826.99,20020,13193.01
SHP_106309,SO_102545,WH_06,Road,28-02-2024,2024/03/06,3,7.0,Delayed,1423,5942.11,19243,13300.89
