Inventory_ID,Warehouse_ID,Product_ID,Inventory_Date,Opening_Stock,Inbound_Qty,Outbound_Qty,Closing_Stock,Storage_Cost
INV_104218,WH_08,PROD_0187,06/02/2024,1175,1243,742,1676.0,2113.46
INV_104219,WH_13,PROD_0065,11/05/2024,3218,696,1013,2901.0,3661.77
INV_104220,WH_01,PROD_0255,14/03/2024,2722,531,834,2419.0,3570.72
INV_104221,WH_05,PROD_0022,09/12/2024,1140,1431,1108,1463.0,890.05
INV_104222,WH_08,PROD_0300,23/04/2024,1685,1160,201,2644.0,3119.12
INV_104223,WH_11,PROD_0252,19/08/2024,2607,401,109,2899.0,2987.08
INV_104224,WH_04,PROD_0032,14/03/2024,3074,464,886,2652.0,1916.36
INV_104225,WH_04,PROD_0042,11/06/2024,3298,492,488,3302.0,3301.55
INV_104226,WH_02,PROD_0166,03/01/2024,859,478,1321,16.0,17.13
INV_104227,WH_04,PROD_0105,07/09/2024,1607,938,294,2251.0,1650.68
INV_104228,WH_02,PROD_0132,12/01/2024,1675,103,314,1464.0,1167.11
INV_104229,WH_14,PROD_0229,11/07/2024,2351,210,633,1928.0,2253.86
INV_104230,WH_15,PROD_0082,17/07/2024,1603,517,364,1756.0,2111.85
INV_104231,WH_02,PROD_0030,26/09/2024,746,1339,231,1854.0,1014.41
INV_104232,WH_05,PROD_0288,25/03/2024,2825,857,225,3457.0,4465.06
INV_104233,WH_02,PROD_0192,12/06/2024,4345,1424,696,5073.0,6956.42
INV_104234,WH_01,PROD_0119,05/01/2024,2403,1007,738,2672.0,1657.62
INV_104235,WH_10,PROD_0077,13/03/2024,1290,1455,547,2198.0,2129.12
INV_104236,WH_12,PROD_0201,07/11/2024,1040,861,1343,558.0,511.5
INV_104237,WH_11,PROD_0004,25/04/2024,2149,776,681,2244.0,2026.98
INV_104238,WH_15,PROD_0082,27/04/2024,2926,178,1197,1907.0,997.62
INV_104239,WH_02,PROD_0017,20/01/2024,4245,278,661,3862.0,3894.76
INV_104240,WH_12,PROD_0174,06/11/2024,1736,665,820,,0.0
INV_104241,WH_05,PROD_0175,10/02/2024,4745,1074,542,5277.0,4071.62
INV_104242,WH_06,PROD_0219,14/02/2024,2525,314,1209,1630.0,1442.9
INV_104243,WH_03,PROD_0158,13/05/2024,4432,300,1494,3238.0,2546.18
INV_104244,WH_06,PROD_0145,05/07/2024,2330,1244,373,3201.0,3352.28
INV_104245,WH_09,PROD_0287,20/03/2024,3783,478,1049,3212.0,4167.34
INV_104246,WH_01,PROD_0096,26/02/2024,3828,334,284,3878.0,3745.43
INV_104247,WH_05,PROD_0129,28/06/2024,4545,221,563,4203.0,4845.81
INV_104248,WH_06,PROD_0064,12/03/2024,2842,132,917,2057.0,1699.36
INV_104249,WH_05,PROD_0076,01/04/2024,1360,1382,715,2027.0,1114.35
INV_104250,WH_12,PROD_0156,01/01/2024,2524,683,140,3067.0,1911.59
INV_104251,WH_07,PROD_0081,11/03/2024,2285,734,1335,1684.0,1275.08
INV_104252,WH_14,PROD_0051,02/12/2024,3631,1230,1104,3757.0,5058.94
INV_104253,WH_15,PROD_0145,12/08/2024,703,753,681,775.0,775.9
INV_104254,WH_09,PROD_0097,07/11/2024,3016,1385,494,3907.0,2470.04
INV_104255,WH_15,PROD_0004,21/04/2024,3195,1441,556,4080.0,4063.3
INV_104256,WH_03,PROD_0251,26/10/2024,606,1467,1028,1045.0,1127.94
INV_104257,WH_02,PROD_0060,12/08/2024,4609,1452,299,,0.0
INV_104258,WH_08,PROD_0261,13/11/2024,1553,888,1415,1026.0,701.33
INV_104259,WH_14,PROD_0048,23/10/2024,578,181,293,466.0,376.69
INV_104260,WH_04,PROD_0144,05/11/2024,2067,946,1126,1887.0,1954.69
INV_104261,WH_11,PROD_0294,12/12/2024,4553,511,657,4407.0,3564.22
INV_104262,WH_12,PROD_0140,24/05/2024,3897,1449,641,4705.0,6441.66
INV_104263,WH_09,PROD_0036,06/01/2024,4381,1175,169,5387.0,5938.06
INV_104264,WH_07,PROD_0119,31/07/2024,908,811,968,751.0,568.83
INV_104265,WH_15,PROD_0191,05/07/2024,3844,939,1403,3380.0,3862.0
INV_104266,WH_08,PROD_0057,26/01/2024,2332,958,1400,1890.0,2630.86
INV_104267,WH_01,PROD_0041,18/09/2024,4430,117,352,4195.0,2511.49
INV_104268,WH_11,PROD_0214,14/07/2024,1999,562,646,1915.0,1595.96
INV_104269,WH_08,PROD_0043,29/10/2024,1044,467,511,1000.0,954.46
INV_104270,WH_08,PROD_0267,23/05/2024,4217,913,1347,3783.0,5188.4
INV_104271,WH_06,PROD_0193,24/02/2024,1754,611,330,2035.0,1155.66
INV_104272,WH_05,PROD_0205,23/04/2024,2346,548,672,2222.0,2820.85
INV_104273,WH_05,PROD_0212,18/05/2024,962,1478,183,2257.0,2851.5
INV_104274,WH_11,PROD_0008,27/09/2024,1280,1284,1189,1375.0,2059.68
INV_104275,WH_10,PROD_0087,19/02/2024,3463,884,737,3610.0,2183.09
INV_104276,WH_10,PROD_0057,08/11/2024,2004,308,523,1789.0,2134.34
INV_104277,WH_09,PROD_0027,13/04/2024,3666,1101,1007,3760.0,4871.68
INV_104278,WH_07,PROD_0064,16/02/2024,505,1073,1411,167.0,120.14
INV_104279,WH_15,PROD_0031,28/07/2024,838,1465,1463,840.0,542.3
INV_104280,WH_05,PROD_0186,13/06/2024,4499,719,1306,3912.0,3084.54
INV_104281,WH_06,PROD_0226,22/07/2024,4715,263,792,4186.0,4688.91
INV_104282,WH_11,PROD_0194,09/04/2024,1831,822,1149,1504.0,1856.77
INV_104283,WH_15,PROD_0198,19/02/2024,2563,1288,985,2866.0,2956.48
INV_104284,WH_14,PROD_0182,19/04/2024,978,566,407,1137.0,1394.74
INV_104285,WH_06,PROD_0259,24/12/2024,3643,728,1257,,0.0
INV_104286,WH_01,PROD_0265,20/04/2024,2618,286,710,2194.0,1164.01
INV_104287,WH_14,PROD_0235,03/08/2024,2719,1231,1193,2757.0,2191.61
INV_104288,WH_10,PROD_0265,09/10/2024,3666,290,273,3683.0,2620.71
INV_104289,WH_12,PROD_0031,11/01/2024,2293,973,351,2915.0,4023.41
INV_104290,WH_06,PROD_0262,14/01/2024,1021,261,1081,201.0,274.1
INV_104291,WH_05,PROD_0091,05/12/2024,1356,1196,1177,1375.0,1992.87
INV_104292,WH_10,PROD_0189,16/02/2024,776,537,1190,,0.0
INV_104293,WH_10,PROD_0115,24/02/2024,1415,280,1106,589.0,807.34
INV_104294,WH_01,PROD_0010,27/03/2024,774,563,323,1014.0,1400.78
INV_104295,WH_12,PROD_0238,17/01/2024,4386,1320,1262,4444.0,2714.5
INV_104296,WH_11,PROD_0299,30/08/2024,4166,988,527,4627.0,6717.95
INV_104297,WH_11,PROD_0293,01/02/2024,1090,504,1171,423.0,625.02
INV_104298,WH_14,PROD_0156,24/03/2024,3599,140,338,3401.0,3758.03
INV_104299,WH_05,PROD_0166,17/02/2024,3680,365,1296,2749.0,1490.86
INV_104300,WH_05,PROD_0297,16/01/2024,3599,362,809,3152.0,3304.79
INV_104301,WH_09,PROD_0262,14/05/2024,4453,1240,191,5502.0,8208.71
INV_104302,WH_01,PROD_0035,11/03/2024,685,314,617,382.0,447.61
INV_104303,WH_05,PROD_0171,29/01/2024,3203,125,562,2766.0,2406.79
INV_104304,WH_06,PROD_0190,07/12/2024,865,1468,1246,1087.0,883.87
INV_104305,WH_04,PROD_0131,08/09/2024,1208,613,1364,,0.0
INV_104306,WH_07,PROD_0114,10/09/2024,2875,1073,1035,2913.0,2853.27
INV_104307,WH_06,PROD_0043,29/11/2024,1714,379,1110,983.0,1277.87
INV_104308,WH_05,PROD_0122,02/02/2024,4210,901,592,4519.0,6643.17
INV_104309,WH_02,PROD_0070,27/11/2024,3258,498,334,3422.0,2546.26
INV_104310,WH_09,PROD_0112,22/07/2024,2420,324,1064,1680.0,1892.23
INV_104311,WH_06,PROD_0165,10/02/2024,1535,1387,1140,1782.0,1455.64
INV_104312,WH_12,PROD_0244,11/09/2024,957,970,493,1434.0,1059.82
INV_104313,WH_10,PROD_0101,10/12/2024,1339,1225,118,2446.0,1715.46
INV_104314,WH_04,PROD_0259,15/12/2024,1752,1196,267,2681.0,3773.99
INV_104315,WH_15,PROD_0218,05/06/2024,2984,156,544,2596.0,1715.97
INV_104316,WH_10,PROD_0006,25/09/2024,1034,284,1019,299.0,390.93
INV_104317,WH_14,PROD_0253,22/11/2024,4263,771,1101,3933.0,3793.13
INV_104318,WH_07,PROD_0002,27/11/2024,3026,891,447,3470.0,3775.59
INV_104319,WH_10,PROD_0182,05/10/2024,1158,107,216,1049.0,1329.19
INV_104320,WH_06,PROD_0104,18/03/2024,541,1276,279,1538.0,1853.67
INV_104321,WH_01,PROD_0107,05/06/2024,4427,888,1426,3889.0,4076.47
INV_104322,WH_13,PROD_0007,14/05/2024,4203,1187,1136,,0.0
INV_104323,WH_11,PROD_0204,09/09/2024,2604,857,1082,2379.0,2300.94
INV_104324,WH_15,PROD_0088,27/01/2024,4827,114,1011,3930.0,2160.57
INV_104325,WH_07,PROD_0194,29/12/2024,940,231,811,360.0,530.48
INV_104326,WH_09,PROD_0135,31/03/2024,799,1096,1329,566.0,639.47
INV_104327,WH_02,PROD_0043,25/07/2024,3085,525,1284,2326.0,2971.91
INV_104328,WH_01,PROD_0182,31/08/2024,2824,1002,1147,,0.0
INV_104329,WH_08,PROD_0155,18/02/2024,2841,1403,793,3451.0,3785.06
INV_104330,WH_08,PROD_0103,04/11/2024,2680,781,507,2954.0,3886.72
INV_104331,WH_01,PROD_0186,01/10/2024,2595,379,874,2100.0,2710.28
INV_104332,WH_10,PROD_0281,15/02/2024,2459,110,850,1719.0,1993.91
INV_104333,WH_10,PROD_0295,20/03/2024,2131,1023,352,2802.0,3798.47
INV_104334,WH_08,PROD_0100,28/05/2024,4512,234,253,4493.0,3615.95
INV_104335,WH_12,PROD_0299,08/06/2024,2224,903,945,2182.0,1443.92
INV_104336,WH_11,PROD_0230,20/09/2024,1619,594,885,1328.0,1484.8
INV_104337,WH_10,PROD_0141,25/05/2024,3589,1405,281,4713.0,4401.44
INV_104338,WH_04,PROD_0234,13/01/2024,4039,690,729,4000.0,4599.47
INV_104339,WH_06,PROD_0021,21/10/2024,3523,443,377,3589.0,2591.63
INV_104340,WH_08,PROD_0014,24/11/2024,2016,140,877,1279.0,847.23
INV_104341,WH_05,PROD_0268,27/11/2024,2486,1119,916,2689.0,1590.04
INV_104342,WH_10,PROD_0297,07/10/2024,1229,1089,1339,979.0,1063.32
INV_104343,WH_10,PROD_0029,02/08/2024,4643,1146,595,5194.0,6173.28
INV_104344,WH_15,PROD_0212,26/03/2024,4062,1007,465,4604.0,6483.13
INV_104345,WH_13,PROD_0034,23/01/2024,4154,1492,1443,4203.0,2636.13
INV_104346,WH_14,PROD_0007,05/07/2024,1032,648,755,925.0,1290.97
INV_104347,WH_03,PROD_0275,16/10/2024,2757,1339,1338,2758.0,4076.7
INV_104348,WH_06,PROD_0260,03/06/2024,1573,260,653,1180.0,1693.82
INV_104349,WH_08,PROD_0140,04/09/2024,1444,826,505,1765.0,2437.26
INV_104350,WH_01,PROD_0263,25/12/2024,3424,1266,1444,3246.0,2749.68
INV_104351,WH_15,PROD_0012,26/05/2024,3885,732,254,4363.0,5646.09
INV_104352,WH_02,PROD_0157,07/03/2024,3504,1201,660,4045.0,2551.57
INV_104353,WH_10,PROD_0030,02/09/2024,1646,305,460,1491.0,1795.71
INV_104354,WH_06,PROD_0235,03/09/2024,3945,305,933,3317.0,1895.07
INV_104355,WH_12,PROD_0241,28/11/2024,1861,1328,192,2997.0,1584.25
INV_104356,WH_11,PROD_0258,09/03/2024,2017,1166,811,2372.0,3139.39
INV_104357,WH_02,PROD_0205,29/01/2024,1878,566,1142,1302.0,1799.67
INV_104358,WH_08,PROD_0047,15/08/2024,537,604,587,554.0,801.22
INV_104359,WH_02,PROD_0220,17/04/2024,3654,979,879,3754.0,3004.9
INV_104360,WH_09,PROD_0063,29/02/2024,2179,164,1385,958.0,1376.49
INV_104361,WH_09,PROD_0277,22/01/2024,2630,832,632,2830.0,2945.21
INV_104362,WH_11,PROD_0216,22/02/2024,4436,571,892,4115.0,2791.84
INV_104363,WH_04,PROD_0192,31/01/2024,3810,495,1276,3029.0,2303.64
INV_104364,WH_07,PROD_0109,07/11/2024,2308,892,1068,2132.0,2212.26
INV_104365,WH_01,PROD_0192,04/08/2024,4369,370,994,3745.0,2130.68
INV_104366,WH_05,PROD_0034,18/11/2024,1462,1239,1360,1341.0,1667.24
INV_104367,WH_15,PROD_0085,17/10/2024,1220,1289,1398,1111.0,1321.86
INV_104368,WH_14,PROD_0079,19/06/2024,1866,1186,1472,1580.0,867.66
INV_104369,WH_13,PROD_0049,09/11/2024,4466,956,577,4845.0,5821.62
INV_104370,WH_09,PROD_0294,24/03/2024,1436,167,590,1013.0,1052.41
INV_104371,WH_05,PROD_0064,15/11/2024,600,1121,1341,380.0,367.39
INV_104372,WH_05,PROD_0171,06/02/2024,1152,148,417,883.0,952.61
INV_104373,WH_04,PROD_0036,01/08/2024,1397,1078,572,1903.0,2049.6
INV_104374,WH_03,PROD_0237,19/10/2024,2649,1444,952,3141.0,3302.05
INV_104375,WH_10,PROD_0019,20/10/2024,4952,1016,1046,4922.0,6196.63
INV_104376,WH_13,PROD_0150,13/12/2024,1227,1131,445,1913.0,2061.67
INV_104377,WH_06,PROD_0106,01/05/2024,780,890,1027,643.0,828.16
INV_104378,WH_11,PROD_0219,03/07/2024,2335,597,146,2786.0,2616.52
INV_104379,WH_13,PROD_0195,28/09/2024,2966,959,1051,2874.0,3819.52
INV_104380,WH_03,PROD_0214,04/02/2024,3488,170,303,3355.0,3950.18
INV_104381,WH_12,PROD_0062,07/05/2024,2764,1149,331,3582.0,4840.83
INV_104382,WH_11,PROD_0037,05/09/2024,915,458,462,911.0,780.59
INV_104383,WH_02,PROD_0172,02/01/2024,900,1357,664,1593.0,1334.69
INV_104384,WH_06,PROD_0009,15/12/2024,4571,618,649,4540.0,2517.59
INV_104385,WH_10,PROD_0033,07/10/2024,4971,873,301,5543.0,5832.83
INV_104386,WH_06,PROD_0235,22/08/2024,1631,742,665,1708.0,2480.55
INV_104387,WH_06,PROD_0166,08/06/2024,4460,1467,1371,,0.0
INV_104388,WH_13,PROD_0261,23/10/2024,760,324,749,335.0,388.22
INV_104389,WH_14,PROD_0286,12/10/2024,1785,1114,169,2730.0,3743.69
INV_104390,WH_06,PROD_0213,11/06/2024,2649,597,568,2678.0,3158.83
INV_104391,WH_09,PROD_0276,22/05/2024,3507,1276,695,4088.0,4029.22
INV_104392,WH_12,PROD_0096,12/07/2024,3217,852,628,3441.0,4537.67
INV_104393,WH_13,PROD_0161,19/03/2024,2917,1325,699,3543.0,3968.41
INV_104394,WH_02,PROD_0051,29/06/2024,2537,219,1428,1328.0,897.45
INV_104395,WH_03,PROD_0002,15/03/2024,1679,1096,1025,1750.0,2108.44
INV_104396,WH_14,PROD_0212,30/06/2024,3777,626,154,4249.0,6286.12
INV_104397,WH_09,PROD_0169,24/12/2024,3317,1218,173,4362.0,4393.09
INV_104398,WH_01,PROD_0008,04/01/2024,4101,441,1417,,0.0
INV_104399,WH_03,PROD_0103,26/06/2024,2168,686,280,2574.0,1839.35
INV_104400,WH_06,PROD_0056,28/05/2024,3539,822,1394,2967.0,3685.12
INV_104401,WH_04,PROD_0117,04/09/2024,634,565,594,605.0,664.23
INV_104402,WH_12,PROD_0121,31/07/2024,4675,648,876,,0.0
INV_104403,WH_05,PROD_0164,21/12/2024,4118,743,1144,3717.0,3691.4
INV_104404,WH_14,PROD_0161,07/10/2024,4034,1287,724,4597.0,4193.5
INV_104405,WH_02,PROD_0052,16/11/2024,4293,1444,961,4776.0,2786.38
INV_104406,WH_02,PROD_0089,02/11/2024,4485,256,321,4420.0,4451.77
INV_104407,WH_06,PROD_0176,03/07/2024,4583,240,880,3943.0,5218.96
INV_104408,WH_03,PROD_0148,24/05/2024,2774,1188,298,3664.0,2728.12
INV_104409,WH_15,PROD_0012,24/12/2024,1824,438,1461,801.0,1174.66
INV_104410,WH_05,PROD_0206,06/12/2024,4835,1096,1024,4907.0,5870.9
INV_104411,WH_08,PROD_0089,17/02/2024,3572,1319,547,4344.0,5824.14
INV_104412,WH_02,PROD_0130,25/06/2024,3231,159,1185,2205.0,1260.13
INV_104413,WH_15,PROD_0107,15/06/2024,891,172,1326,-263.0,-177.96
INV_104414,WH_04,PROD_0125,12/10/2024,802,172,897,77.0,89.29
INV_104415,WH_15,PROD_0022,07/09/2024,4930,1060,116,5874.0,7781.66
INV_104416,WH_10,PROD_0286,10/07/2024,941,271,533,679.0,893.87
INV_104417,WH_01,PROD_0178,18/12/2024,1004,674,863,815.0,951.48
INV_104418,WH_05,PROD_0047,05/10/2024,1302,1212,1047,1467.0,1253.28
INV_104419,WH_05,PROD_0198,26/09/2024,1496,1370,826,2040.0,1561.1
INV_104420,WH_06,PROD_0015,15/11/2024,2534,607,1117,2024.0,2710.4
INV_104421,WH_05,PROD_0071,19/09/2024,4420,1472,1421,4471.0,5195.12
INV_104422,WH_08,PROD_0145,23/08/2024,2172,365,450,2087.0,2877.84
INV_104423,WH_04,PROD_0159,13/09/2024,4278,408,205,4481.0,5544.26
INV_104424,WH_12,PROD_0274,23/03/2024,4758,1357,1371,4744.0,4672.66
INV_104425,WH_12,PROD_0214,12/01/2024,4293,457,438,4312.0,5766.79
INV_104426,WH_01,PROD_0287,10/05/2024,1422,1447,1311,1558.0,1188.45
INV_104427,WH_03,PROD_0077,15/06/2024,4286,118,1281,3123.0,2289.04
INV_104428,WH_05,PROD_0254,29/07/2024,3944,334,1466,2812.0,3727.85
INV_104429,WH_09,PROD_0283,08/10/2024,2854,436,1194,2096.0,1456.68
INV_104430,WH_05,PROD_0238,03/01/2024,1114,864,705,1273.0,1037.21
INV_104431,WH_11,PROD_0086,19/12/2024,2994,553,615,2932.0,3178.07
INV_104432,WH_04,PROD_0078,02/02/2024,4354,1248,896,4706.0,2657.69
INV_104433,WH_11,PROD_0121,25/11/2024,4704,785,243,5246.0,3863.4
INV_104434,WH_14,PROD_0103,16/12/2024,2289,1264,1221,2332.0,2284.57
INV_104435,WH_15,PROD_0272,20/04/2024,2678,750,607,2821.0,3584.95
INV_104436,WH_06,PROD_0211,19/02/2024,2923,1135,512,3546.0,3962.47
INV_104437,WH_12,PROD_0121,31/01/2024,503,600,1158,-55.0,-72.35
INV_104438,WH_10,PROD_0272,06/11/2024,1736,311,200,1847.0,1387.7
INV_104439,WH_15,PROD_0164,25/12/2024,3509,115,880,2744.0,1457.75
INV_104440,WH_04,PROD_0138,31/05/2024,4223,976,1207,3992.0,2807.92
INV_104441,WH_09,PROD_0024,20/03/2024,2945,897,1064,2778.0,3980.83
INV_104442,WH_11,PROD_0084,21/06/2024,1752,806,1324,1234.0,1804.65
INV_104443,WH_12,PROD_0264,17/07/2024,1259,716,1065,910.0,1203.34
INV_104444,WH_09,PROD_0095,02/08/2024,1662,623,1273,1012.0,1436.33
INV_104445,WH_04,PROD_0294,10/04/2024,4526,1091,864,4753.0,2445.13
INV_104446,WH_05,PROD_0201,18/05/2024,611,537,1477,-329.0,-326.43
INV_104447,WH_14,PROD_0079,22/05/2024,1434,1390,303,2521.0,2959.06
INV_104448,WH_01,PROD_0009,07/07/2024,2563,1059,1383,2239.0,2034.27
INV_104449,WH_05,PROD_0270,13/08/2024,3823,319,1172,2970.0,1516.13
INV_104450,WH_09,PROD_0294,27/07/2024,4098,1386,209,5275.0,6814.24
INV_104451,WH_03,PROD_0219,29/11/2024,4840,865,426,5279.0,3604.31
INV_104452,WH_01,PROD_0058,07/01/2024,2311,639,1410,1540.0,1172.71
INV_104453,WH_06,PROD_0015,15/07/2024,1862,520,1199,1183.0,1007.33
INV_104454,WH_01,PROD_0198,17/01/2024,833,1336,698,1471.0,1140.4
INV_104455,WH_08,PROD_0093,02/05/2024,3796,1256,498,4554.0,5798.48
INV_104456,WH_05,PROD_0205,24/10/2024,4270,1273,1447,4096.0,5451.53
INV_104457,WH_09,PROD_0167,17/10/2024,598,109,1361,-654.0,-702.43
INV_104458,WH_07,PROD_0071,28/07/2024,1310,547,904,953.0,1115.04
INV_104459,WH_08,PROD_0098,25/07/2024,2135,1422,484,3073.0,1911.72
INV_104460,WH_08,PROD_0135,02/08/2024,2013,534,1094,1453.0,1779.51
INV_104461,WH_03,PROD_0134,19/10/2024,4843,1115,386,5572.0,6865.92
INV_104462,WH_11,PROD_0124,24/09/2024,3273,1236,696,3813.0,4656.19
INV_104463,WH_11,PROD_0167,25/05/2024,2154,976,794,2336.0,1717.3
INV_104464,WH_09,PROD_0184,11/05/2024,635,746,1497,-116.0,-100.43
INV_104465,WH_15,PROD_0241,18/08/2024,1278,476,1477,277.0,174.65
INV_104466,WH_08,PROD_0173,18/10/2024,4612,558,188,4982.0,4892.99
INV_104467,WH_03,PROD_0046,08/04/2024,3332,536,1385,2483.0,1675.22
INV_104468,WH_03,PROD_0090,28/10/2024,1152,632,193,1591.0,901.96
INV_104469,WH_07,PROD_0175,17/09/2024,2726,903,1055,2574.0,2288.18
INV_104470,WH_10,PROD_0126,26/11/2024,3324,1388,597,4115.0,2663.27
INV_104471,WH_07,PROD_0259,27/04/2024,4808,483,1216,4075.0,2964.34
INV_104472,WH_01,PROD_0266,09/05/2024,3690,744,413,4021.0,3958.59
INV_104473,WH_08,PROD_0092,22/07/2024,3548,698,1421,,0.0
INV_104474,WH_04,PROD_0047,20/12/2024,639,450,1059,30.0,18.3
INV_104475,WH_07,PROD_0205,14/12/2024,4101,728,1274,3555.0,2332.4
INV_104476,WH_12,PROD_0143,05/06/2024,2868,564,389,3043.0,3683.82
INV_104477,WH_08,PROD_0229,24/11/2024,3549,1287,912,3924.0,3636.34
INV_104478,WH_13,PROD_0060,03/12/2024,4073,289,857,3505.0,4928.32
INV_104479,WH_05,PROD_0192,16/07/2024,1884,310,1286,908.0,874.19
INV_104480,WH_02,PROD_0184,30/01/2024,1429,129,876,682.0,868.44
INV_104481,WH_10,PROD_0010,14/08/2024,1640,316,1047,909.0,492.68
INV_104482,WH_11,PROD_0142,08/06/2024,1314,886,208,1992.0,1965.48
INV_104483,WH_09,PROD_0004,24/09/2024,3951,285,138,4098.0,4807.9
INV_104484,WH_03,PROD_0194,30/07/2024,1167,158,383,942.0,1049.31
INV_104485,WH_13,PROD_0124,18/10/2024,1661,1332,806,,0.0
INV_104486,WH_05,PROD_0151,01/05/2024,1689,128,118,1699.0,975.95
INV_104487,WH_08,PROD_0050,12/04/2024,2457,367,186,2638.0,3304.83
INV_104488,WH_12,PROD_0204,02/05/2024,1942,673,569,2046.0,1855.12
INV_104489,WH_01,PROD_0205,26/01/2024,4363,993,1279,4077.0,5319.17
INV_104490,WH_02,PROD_0085,12/01/2024,1604,1416,814,2206.0,1706.15
INV_104491,WH_10,PROD_0226,15/01/2024,4563,287,1038,3812.0,2679.79
INV_104492,WH_03,PROD_0108,02/09/2024,2941,622,792,2771.0,1819.21
INV_104493,WH_13,PROD_0275,06/03/2024,2058,1296,1031,2323.0,1332.72
INV_104494,WH_05,PROD_0080,11/10/2024,4918,129,301,4746.0,5336.4
INV_104495,WH_04,PROD_0285,28/02/2024,4335,1193,453,5075.0,6228.55
INV_104496,WH_03,PROD_0003,21/05/2024,1771,381,1156,996.0,1142.42
INV_104497,WH_01,PROD_0063,25/04/2024,4347,1087,908,4526.0,4093.9
INV_104498,WH_11,PROD_0264,27/12/2024,4760,626,956,4430.0,3452.36
INV_104499,WH_03,PROD_0235,15/07/2024,987,911,1375,523.0,739.95
INV_104500,WH_12,PROD_0289,15/02/2024,2601,280,1281,1600.0,2390.16
INV_104501,WH_09,PROD_0060,11/12/2024,1383,1266,220,2429.0,3608.18
INV_104502,WH_10,PROD_0245,27/04/2024,4108,1489,321,5276.0,6494.66
INV_104503,WH_07,PROD_0005,27/08/2024,3528,342,251,3619.0,3663.04
INV_104504,WH_06,PROD_0166,16/10/2024,3911,1452,237,5126.0,7147.4
INV_104505,WH_02,PROD_0076,01/09/2024,4603,466,299,4770.0,3864.2
INV_104506,WH_09,PROD_0118,11/01/2024,1734,829,1030,1533.0,1279.65
INV_104507,WH_12,PROD_0211,24/07/2024,817,649,648,818.0,1220.73
INV_104508,WH_02,PROD_0247,09/09/2024,4501,606,1349,3758.0,1931.0
INV_104509,WH_02,PROD_0027,01/08/2024,1063,368,1082,349.0,510.35
INV_104510,WH_02,PROD_0076,30/06/2024,3328,300,1063,2565.0,2621.55
INV_104511,WH_10,PROD_0054,01/06/2024,623,281,170,734.0,1059.83
INV_104512,WH_09,PROD_0141,04/07/2024,3672,879,1008,3543.0,4492.1
INV_104513,WH_10,PROD_0182,15/12/2024,2446,1236,306,3376.0,3201.61
INV_104514,WH_02,PROD_0053,28/10/2024,4045,1015,420,4640.0,4307.4
INV_104515,WH_14,PROD_0275,29/08/2024,640,1497,990,1147.0,1564.73
INV_104516,WH_09,PROD_0257,14/05/2024,1277,416,1470,223.0,248.42
INV_104517,WH_02,PROD_0181,02/01/2024,2622,181,784,2019.0,1793.02
INV_104518,WH_10,PROD_0044,05/09/2024,2912,944,704,3152.0,3129.44
INV_104519,WH_07,PROD_0070,16/08/2024,1420,1469,994,1895.0,1523.55
INV_104520,WH_03,PROD_0009,05/02/2024,2492,404,1364,1532.0,1912.52
INV_104521,WH_14,PROD_0136,21/06/2024,2776,820,1385,2211.0,2972.27
INV_104522,WH_07,PROD_0153,08/05/2024,1075,364,756,683.0,787.27
INV_104523,WH_02,PROD_0069,29/05/2024,2794,1229,1494,2529.0,2405.28
INV_104524,WH_01,PROD_0296,08/12/2024,3393,599,169,3823.0,2424.01
INV_104525,WH_01,PROD_0042,22/02/2024,2988,625,1334,2279.0,1139.77
INV_104526,WH_12,PROD_0013,27/03/2024,3962,624,1098,3488.0,1780.11
INV_104527,WH_05,PROD_0292,21/09/2024,3129,796,1370,2555.0,2444.93
INV_104528,WH_02,PROD_0204,13/06/2024,1951,474,1343,1082.0,704.52
INV_104529,WH_14,PROD_0032,21/08/2024,704,1327,176,1855.0,2655.42
INV_104530,WH_03,PROD_0199,20/05/2024,4043,979,1096,,0.0
INV_104531,WH_01,PROD_0200,21/07/2024,4407,204,867,3744.0,2924.25
INV_104532,WH_11,PROD_0052,16/12/2024,630,182,421,391.0,493.88
INV_104533,WH_05,PROD_0190,05/07/2024,3771,676,459,3988.0,3539.34
INV_104534,WH_06,PROD_0013,27/07/2024,3415,628,379,3664.0,2647.74
INV_104535,WH_14,PROD_0239,29/11/2024,2981,618,291,3308.0,2226.61
INV_104536,WH_13,PROD_0186,24/11/2024,2888,1292,728,3452.0,2195.9
INV_104537,WH_02,PROD_0017,29/04/2024,3203,934,1419,2718.0,2382.72
INV_104538,WH_13,PROD_0281,15/08/2024,1313,930,1478,765.0,645.72
INV_104539,WH_01,PROD_0212,31/03/2024,4831,980,829,4982.0,7387.04
INV_104540,WH_03,PROD_0108,18/11/2024,4666,760,1438,3988.0,2548.73
INV_104541,WH_10,PROD_0058,01/01/2024,4505,863,120,5248.0,4687.63
INV_104542,WH_15,PROD_0150,22/10/2024,4495,642,599,4538.0,4031.38
INV_104543,WH_10,PROD_0216,06/10/2024,4530,520,268,4782.0,6952.63
INV_104544,WH_03,PROD_0038,10/10/2024,1746,734,165,2315.0,1356.04
INV_104545,WH_13,PROD_0292,20/05/2024,1470,762,281,1951.0,1945.61
INV_104546,WH_02,PROD_0021,25/12/2024,1631,1178,1160,1649.0,890.2
INV_104547,WH_10,PROD_0088,25/01/2024,3853,608,1285,3176.0,1861.83
